I	i	NOUN	O	O	O
Une	un	DET	O	O	O
soirée	soirée	NOUN	O	O	O
spirite	spirite	ADJ	O	O	O
Vous	vous	PRON	O	O	O
est	être	AUX	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
arrivé	arriver	VERB	O	O	O
d'	de	ADP	O	O	O
assister	assister	VERB	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
soirée	soirée	NOUN	O	O	O
de	de	ADP	O	O	O
spiritisme	spiritisme	NOUN	O	O	O
?	?	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Si	si	SCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
en	en	PRON	O	O	O
félicite	félicite	NOUN	O	O	O
;	;	PUNCT	O	O	O
si	si	SCONJ	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
oui	oui	ADV	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
savez	savoir	VERB	O	O	O
combien	combien	ADV	O	O	O
on	on	PRON	O	O	O
s'	se	PRON	O	O	O
y	y	PRON	O	O	O
ennuie	ennuyer	VERB	O	O	O
.	.	PUNCT	O	O	O

N'	ne	ADV	O	O	O
allez	aller	VERB	O	O	O
pas	pas	ADV	O	O	O
croire	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
surtout	surtout	ADV	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
pense	penser	VERB	O	O	O
du	de	ADP	O	O	O
mal	mal	NOUN	O	O	O
des	de	ADP	O	O	O
sprites	sprite	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
sont	être	AUX	O	O	O
de	de	ADP	O	O	O
braves	brave	NOUN	O	O	O
et	et	CCONJ	O	O	O
honnêtes	honnête	NOUN	O	O	O
gens	gen	ADJ	O	O	O
,	,	PUNCT	O	O	O
fidèles	fidèle	ADJ	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
croyance	croyance	NOUN	O	O	O
,	,	PUNCT	O	O	O
incapables	incapable	ADJ	O	O	O
de	de	ADP	O	O	O
tromper	tromper	VERB	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
naïfs	naïf	NOUN	O	O	O
,	,	PUNCT	O	O	O
naïfs	naïf	VERB	O	O	O
!	!	PUNCT	O	O	O

lables	lable	ADJ	O	O	O
pour	pour	ADP	O	O	O
vous	vous	PRON	O	O	O
faire	faire	AUX	O	O	O
comprendre	comprendre	VERB	O	O	O
comment	comment	ADV	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
16	16	NUM	O	O	O
mars	mars	NOUN	O	O	O
dernier	dernier	ADJ	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
me	me	PRON	O	O	O
trouvais	trouver	VERB	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
réunion	réunion	NOUN	O	O	O
de	de	ADP	O	O	O
spirites	spirite	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
six	six	NUM	O	O	O
heures	heure	NOUN	O	O	O
du	de	ADP	O	O	O
soir	soir	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
rue	rue	NOUN	O	O	O
de	de	ADP	O	O	O
Rivoli	rivoli	PROPN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
