I	O

On	O
ignore	O
généralement	O
que	O
depuis	O
des	O
siècles	O
la	O
GRANDE	O
KABALA	O
ou	O
la	O
Science	O
Occulte	O
est	O
la	O
seule	O
science	O
qui	O
ait	O
rendu	O
les	O
plus	O
grands	O
services	O
à	O
l'humanité	O
.	O

C'est	O
par	O
elle	O
que	O
les	O
hommes	O
ont	O
acquis	O
l'écriture	O
,	O
les	O
chiffres	O
,	O
l'astronomie	O
,	O
la	O
boussole	O
,	O
la	O
poudre	O
à	O
canon	O
,	O
l'imprimerie	O
,	O
le	O
magnétisme	O
,	O
le	O
télégraphe	O
et	O
la	O
vapeur	O
.	O

L'art	O
de	O
guérir	O
lui	O
doit	O
ses	O
meilleures	O
et	O
ses	O
plus	O
simples	O
recettes	O
.	O

La	O
philosophie	O
et	O
la	O
politique	O
lui	O
doivent	O
tout	O
!	O

Chose	O
bizarre	O
,	O
c'est	O
d'une	O
race	O
méprisée	O
par	O
le	O
vulgaire	O
que	O
sont	O
sortis	O
les	O
trésors	O
de	O
la	O
science	O
,	O
des	O
religions	O
et	O
des	O
connaissances	O
humaines	O
.	O

C'est	O
généralement	O
par	O
des	O
rabbins	O
remplis	O
d'années	O
et	O
de	O
savoir	O
que	O
les	O
grands	O
médecins	O
,	O
les	O
moines	O
célèbres	O
et	O
les	O
illustres	O
philosophes	O
qui	O
ont	O
traversé	O
les	O
siècles	O
,	O
—	O
ont	O
été	O
initiés	O
,	O
—	O
après	O
de	O
longues	O
et	O
dangereuses	O
épreuves	O
,	O
—	O
à	O
la	O
révélation	O
de	O
quelque	O
progrès	O
,	O
de	O
quelque	O
mystère	O
,	O
qui	O
apportait	O
aux	O
nations	O
des	O
changements	O
et	O
des	O
avantages	O
sans	O
nombre	O
.	O

C'est	O
à	O
la	B-PER
KABALA	I-PER
qu'on	O
doit	O
les	O
sociétés	O
secrètes	O
,	O
c'est	O
elle	O
,	O
qui	O
après	O
des	O
siècles	O
d'asservissement	O
mit	O
au	O
jour	O
les	O
trois	O
mots	O
divins	O
!	O
!	O

!	O

Qu'étaient	O
Moïse	B-PER
,	O
Salomon	B-PER
,	O
Platon	B-PER
,	O
Mahomet	B-PER
,	O
Gutenberg	B-PER
,	O
Luther	B-PER
,	O
Franklin	B-PER
?	O

De	O
grands	O
et	O
augustes	O
initiés	O
!	O

L'auteur	O
de	O
ces	O
quelques	O
lignes	O
est	O
un	O
des	O
plus	O
infimes	O
parmi	O
les	O
plus	O
infimes	O
initiés	O
et	O
la	O
publication	O
de	O
ces	O
pages	O
lui	O
ferme	O
à	O
jamais	O
les	O
portes	O
du	O
temple	O
,	O
aux	B-LOC
Impatients	I-LOC
,	O
et	O
il	O
commet	O
un	O
grand	O
sacrilège	O
en	O
révélant	O
ce	O
qu'il	O
ne	O
devait	O
pas	O
révéler	O
.	O

Mais	O
,	O
qu'importe	O
!	O

Il	O
est	O
de	O
ceux	O
qui	O
veulent	O
la	O
lumière	O
pour	O
tous	O
et	O
non	O
pour	O
quelques	O
rares	O
privilégiés	O
,	O
et	O
s'il	O
doit	O
payer	O
de	O
sa	O
vie	O
son	O
indiscrétion	O
,	O
il	O
mourra	O
sans	O
crainte	O
,	O
car	O
il	O
ne	O
relève	O
que	O
de	O
sa	O
conscience	O
.	O

II	O

En	O
ma	O
qualité	O
d'initié	O
,	O
j'ai	O
reçu	O
,	O
il	O
y	O
a	O
deux	O
jours	O
,	O
une	O
lettre	O
de	O
mon	B-PER
frère	I-PER
Mardochée	B-PER
,	O
et	O
c'est	O
cette	O
lettre	O
que	O
je	O
veux	O
vous	O
communiquer	O
,	O
parce	O
que	O
celui	O
qui	O
a	O
dans	O
la	O
main	O
une	O
vérité	O
doit	O
l'ouvrir	O
.	O

Mais	O
,	O
auparavant	O
,	O
je	O
dois	O
vous	O
apprendre	O
ce	O
qu'est	O
Mardochée	B-PER
,	O
mes	O
amis	O
.	O

Mardochée	B-PER
est	O
né	O
le	O
22	O
mars	O
1852	O
.	O

Il	O
est	O
l'unique	O
héritier	O
de	O
Rabbi	B-PER
L.	I-PER
Scheloumé	I-PER
d'Iffen	B-LOC
-	I-LOC
dorf	I-LOC
,	O
petit	O
village	O
de	O
notre	O
chère	O
Alsace	B-LOC
.	O

Le	B-PER
vieux	O
Rabbi	B-PER
est	O
de	O
la	O
sainte	O
tribu	O
des	B-MISC
Lévi	I-MISC
.	O

Il	O
se	O
maria	O
six	O
fois	O
;	O

il	O
épousa	O
tour	O
à	O
tour	O
les	O
cinq	O
première	O
femme	O
,	O
et	O
,	O
comme	O
si	O
le	O
doigt	O
de	O
Dieu	B-PER
l'avait	O
frappé	O
,	O
il	O
ne	O
put	O
en	O
conserver	O
aucune	O
.	O

Il	O
eut	O
onze	O
fils	O
.	O

Il	O
les	O
perdit	O
successivement	O
.	O

Ses	O
enfants	O
portaient	O
les	O
noms	O
des	O
onze	O
premiers	O
fils	O
du	O
patriarche	O
.	O

Les	O
dernières	O
paroles	O
de	O
sa	O
sixième	O
femme	O
,	O
Refke	B-PER
-	O
Séphora	B-PER
,	O
furent	O
celles	O
-	O
ci	O
:	O
«	O
L'enfant	O
qui	O
va	O
naître	O
,	O
et	O
que	O
je	O
ne	O
verrai	O
pas	O
,	O
ne	O
doit	O
pas	O
s'appeler	O
Benjamin	B-PER
;	O

il	O
faudra	O
lui	O
donner	O
le	O
nom	O
de	O
Mardochée	B-PER
et	O
il	O
vivra	O
.	O

»	O

Rabbi	B-PER
L.	I-PER
Scheloumé	I-PER
,	O
qui	O
était	O
un	O
zélé	O
croyant	O
en	O
la	O
Kabala	O
,	O
dit	O
:	O
«	O
Ce	O
qui	O
doit	O
arriver	O
arrive	O
,	O
et	O
il	O
ne	O
murmura	O
pas	O
contre	O
l'Éternel	B-PER
,	O
qui	O
lui	O
prenait	O
sa	O
dernière	O
épouse	O
.	O

Mais	O
il	O
voua	O
son	O
fils	O
,	O
comme	O
jadis	O
on	O
avait	O
voué	O
le	O
nasir	O
Samson	B-PER
.	O

Avant	O
de	O
publier	O
sa	O
lettre	O
,	O
je	O
dois	O
vous	O
dire	O
que	O
c'est	O
pendant	O
la	O
guerre	O
de	O
1870	O
que	O
j'ai	O
connu	O
Mardochée	B-PER
.	O

Natif	O
de	O
Nancy	B-LOC
,	O
j'appartenais	O
à	O
la	O
mobile	O
de	B-LOC
la	B-LOC
Meurthe	I-LOC
,	O
Mardochée	B-PER
à	O
celle	O
du	B-LOC
Haut	I-LOC
-	I-LOC
Rhin	I-LOC
.	O

Blessés	O
tous	O
deux	O
et	O
faits	O
prisonniers	O
,	O
confinés	O
dans	O
un	O
village	O
de	O
la	B-LOC
Silésie	I-LOC
,	O
nos	O
caractères	O
s'apprécièrent	O
dans	O
les	O
longues	O
heures	O
de	O
la	O
captivité	O
,	O
et	O
après	O
quelques	O
épreuves	O
,	O
Mardochée	B-PER
m'instruisit	O
dans	O
la	O
Kabala	O
,	O
qui	O
est	O
la	O
langue	O
unique	O
des	O
enfants	O
de	O
Dieu	B-PER
et	O
des	O
amis	O
de	O
l'humanité	O
.	O

Cette	O
lettre	O
m'arrive	O
de	O
New	B-LOC
-	B-LOC
York	I-LOC
.	O

Le	B-PER
vieux	I-PER
Rabbi	I-PER
et	O
son	O
fils	O
,	O
n'ayant	O
pu	O
opter	O
pour	O
l'Allemagne	B-LOC
,	O
sont	O
partis	O
en	O
Amérique	B-LOC
,	O
sans	O
abandonner	O
tout	O
espoir	O
de	O
retour	O
.	O

III	O

«	O
New	B-LOC
-	B-LOC
York	B-LOC
,	O
le	O
25	O
mars	O
1886	O

.	O

«	O
Mon	O
unique	O
ami	O
,	O
«	O
C'est	O
sous	O
le	O
coup	O
de	O
la	O
joie	O
la	O
plus	O
vive	O
que	O
je	O
t'adresse	O
ces	O
quelques	O
lignes	O
,	O
je	O
sais	O
que	O
tout	O
ce	O
qui	O
m'arrive	O
d'heureux	O
réjouit	O
ton	O
coeur	O
,	O
aussi	O
viens	O
-	O
je	O
m'empresser	O
de	O
te	O
faire	O
part	O
de	O
ma	O
félicité	O
.	O

«	O
Ce	O
n'est	O
cependant	O
qu'un	O
rêve	O
,	O
cher	O
ami	O
,	O
mais	O
ce	O
rêve	O
est	O
si	O
beau	O
,	O
que	O
je	O
ne	O
puis	O
l'oublier	O
,	O
et	O
que	O
je	O
ne	O
l'oublierai	O
de	O
ma	O
vie	O
.	O

«	O
En	O
te	O
le	O
confiant	O
,	O
j'en	O
suis	O
fier	O
;	O

et	O
,	O
si	O
je	O
n'avais	O
pas	O
un	O
si	O
grand	O
culte	O
de	O
la	B-PER
Kabala	I-PER
,	O
je	O
crois	O
qu'il	O
serait	O
bon	O
de	O
le	O
faire	O
connaître	O
à	O
nos	O
semblables	O
.	O

Ce	O
rêve	O
,	O
le	O
voici	O
:	O

«	O
Depuis	O
un	O
mois	O
,	O
mon	O
père	O
était	O
rêveur	O
;	O

le	O
soir	O
,	O
il	O
me	O
jetait	O
des	O
regards	O
étranges	O
,	O
mais	O
de	O
plus	O
en	O
plus	O
affectueux	O
;	O

il	O
priait	O
avec	O
une	O
ardeur	O
encore	O
plus	O
vive	O
,	O
peut	O
-	O
être	O
que	O
d'habitude	O
;	O

il	O
s'enfermait	O
parfois	O
des	O
heures	O
entières	O
dans	O
notre	O
oratoire	O
;	O

il	O
y	O
a	O
huit	O
jours	O
,	O
il	O
vint	O
vers	O
moi	O
et	O
me	O
dit	O
:	O
«	O
—	O
Mardochée	B-PER
,	O
le	O
grand	O
jour	O
approche	O
,	O
celui	O
de	O
ta	O
chère	O
naissance	O
,	O
et	O
aussi	O
celui	O
de	O
la	O
mort	O
de	O
la	O
pauvre	O
mère	O
.	O

Demain	O
,	O
tu	O
jeûneras	O
ainsi	O
que	O
moi	O
,	O
et	O
le	O
soir	O
...	O

(	O
et	O
,	O
en	O
disant	O
ces	O
mots	O
,	O
ses	O
regards	O
et	O
sa	O
voix	O
avaient	O
quelque	O
chose	O
de	O
surnaturel	O
)	O
,	O
le	O
soir	O
,	O
mon	O
fils	O
,	O
tu	O
boiras	O
l'eau	O
qui	O
fait	O
voir	O
dix	O
siècles	O
;	O

cette	O
eau	O
merveilleuse	O
,	O
que	O
j'ai	O
préparée	O
pour	O
toi	O
depuis	O
le	O
jour	O
de	O
ta	O
naissance	O
,	O
cette	O
eau	O
qu'ont	O
bue	O
les	O
grands	O
prophètes	O
Isaïe	B-PER
et	O
Jérémie	B-PER
,	O
et	O
qu'un	O
seul	O
peut	O
boire	O
tous	O
les	O
cent	O
ans	O
.	O

«	O
Ton	O
coeur	O
ne	O
faiblira	O
pas	O
au	O
dernier	O
moment	O
,	O
car	O
,	O
tu	O
le	O
sais	O
,	O
celui	O
qui	O
boit	O
cette	O
eau	O
et	O
qui	O
a	O
commis	O
un	O
seul	O
péché	O
envers	O
Dieu	B-PER
ou	O
envers	O
les	O
hommes	O
,	O
meurt	O
instantanément	O
,	O
et	O
je	O
ne	O
voudrais	O
pas	O
être	O
ton	O
meurtrier	O
...	O

Ton	O
âme	O
est	O
-	O
elle	O
pure	O
?	O

«	O
—	O
Oui	O
,	O
père	O
,	O
répondis	O
-	O
je	O
simplement	O
.	O

«	O
Le	O
lendemain	O
,	O
mon	O
père	O
et	O
moi	O
nous	O
avons	O
jeûné	O
;	O

le	O
soir	O
,	O
mon	O
père	O
m'accompagna	O
dans	O
ma	O
petite	O
chambre	O
où	O
je	O
me	O
couchai	O
;	O

il	O
me	O
versa	O
lui	O
-	O
même	O
quelques	O
gouttes	O
d'une	O
liqueur	O
verte	O
dont	O
le	O
goût	O
m'était	O
inconnu	O
,	O
mais	O
qui	O
avait	O
une	O
saveur	O
d'une	O
douceur	O
extrême	O
.	O

«	O
A	O
peine	O
eus	O
-	O
je	O
pris	O
cette	O
boisson	O
que	O
ma	O
tête	O
s'alourdit	O
,	O
mes	O
yeux	O
se	O
fermèrent	O
et	O
je	O
m'endormis	O
doucement	O
,	O
les	O
mains	O
dans	O
celles	O
