L	B-PER
'	I-PER
ingénieur	I-PER
Francel	I-PER
occupait	O
un	O
splendide	O
appartement	O
au	O
quinzième	O
étage	O
d	O
'	O
une	O
assez	O
vieille	O
maison	O
située	O
en	O
plein	O
centre	O
de	B-LOC
Paris	I-LOC
,	O
quartier	O
grandiose	O
ou	O
,	O
jadis	O
,	O
s	O
'	O
était	O
étendue	O
la	B-LOC
commune	I-LOC
de	I-LOC
Boulogne	I-LOC
.	O

A	O
huit	O
heures	O
,	O
comme	O
tous	O
les	O
matins	O
,	O
l	O
'	O
ascenseur	O
projeta	O
Francel	B-PER
au	O
vingt	O
-	O
troisième	O
étage	O
,	O
sur	O
la	O
terrasse	O
spacieuse	O
.	O

Sa	O
femme	O
l	O
'	O
accompagnait	O
.	O

Chaque	O
jour	O
,	O
avec	O
tendresse	O
,	O
elle	O
le	O
suivait	O
jusque	O
-	O
là	O
et	O
assistait	O
à	O
son	O
départ	O
.	O

Les	O
laboratoires	O
du	O
savant	O
étaient	O
installés	O
dans	O
la	O
banlieue	O
:	O
à	O
Reims	B-LOC
.	O

Il	O
s	O
'	O
y	O
rendait	O
quotidiennement	O
en	O
hélicoptère	O
.	O

Trente	O
minutes	O
suffisaient	O
à	O
ce	O
petit	O
voyage	O
de	O
cent	O
cinquante	O
kilomètres	O
,	O
juste	O
le	O
temps	O
d	O
'	O
écouter	O
les	O
nouvelles	O
du	O
jour	O
contées	O
par	O
la	B-ORG
T.S.F	I-ORG
.	O
de	O
la	O
cabine	O
.	O

L	O
'	O
appareil	O
aérien	O
était	O
prêt	O
,	O
ainsi	O
que	O
plusieurs	O
autres	O
disséminés	O
devant	O
les	O
garages	O
de	O
la	O
terrasse	O
.	O

On	O
voyait	O
voler	O
dans	O
le	O
ciel	O
bleu	O
—	O
qui	O
,	O
de	O
cette	O
hauteur	O
,	O
paraissait	O
immense	O
—	O
des	O
quantités	O
d	O
'	O
avions	O
,	O
planeurs	O
ou	O
hélicoptères	O
.	O

Un	O
vaste	O
bourdonnement	O
faisait	O
chanter	O
l	O
'	O
espace	O
.	O

Francel	B-PER
et	O
sa	O
femme	O
s	O
'	O
embrassèrent	O
,	O
gentiment	O
,	O
mais	O
vite	O
.	O

—	O
Je	O
rentrerai	O
de	O
bonne	O
heure	O
!	O

dit	O
-	O
il	O
avec	O
un	O
sourire	O
expressif	O
.	O

—	O
Ah	O
!	O

Tu	O
n	O
'	O
as	O
pas	O
oublié	O
!	O

Je	O
suis	O
contente	O
!	O

—	O
Oublier	O
!	O

Oublier	O
le	O
cinq	O
juillet	O
!	O

Notre	O
anniversaire	O
!	O

Oh	O
!	O

Gloria	B-PER
!	O
...	O
Nous	O
avouons	O
ne	O
pas	O
savoir	O
de	O
quel	O
anniversaire	O
il	O
s	O
'	O
agissait	O
.	O

Pourquoi	O
l	O
'	O
ingénieur	O
ne	O
laissait	O
-	O
il	O
jamais	O
passer	O
un	O
cinq	O
juillet	O
sans	O
offrir	O
une	O
rose	O
à	O
Mme	B-PER
Francel	I-PER
?	O

Ceci	O
est	O
confié	O
à	O
l	O
'	O
imagination	O
du	O
lecteur	O
.	O

Pour	O
nous	O
,	O
nous	O
pensons	O
qu	O
'	O
il	O
y	O
avait	O
là	O
-	O
dessous	O
quelque	O
chose	O
comme	O
un	O
premier	O
baiser	O
;	O
mais	O
cela	O
n	O
'	O
a	O
vraiment	O
rien	O
à	O
faire	O
avec	O
l	O
'	O
histoire	O
.	O

Mme	B-PER
Francel	I-PER
,	O
si	O
opportunément	O
prénommée	O
Gloria	B-PER
,	O
regarda	O
l	O
'	O
hélicoptère	O
filer	O
au	O
-	O
dessus	O
de	O
Paris	B-LOC
,	O
à	O
l	O
'	O
altitude	O
exigée	O
par	O
les	O
règlements	O
de	O
police	O
pour	O
les	O
véhicules	O
se	O
dirigeant	O
vers	O
l	B-LOC
'	I-LOC
Est	I-LOC
(	O
autant	O
de	O
directions	O
,	O
autant	O
d	O
'	O
altitudes	O
,	O
pour	O
éviter	O
les	O
collisions	O
)	O
.	O

Quand	O
il	O
eut	O
disparu	O
,	O
elle	O
resta	O
un	O
instant	O
à	O
contempler	O
le	O
formidable	O
panorama	O
de	O
la	O
capitale	O
et	O
à	O
sentir	O
le	O
vent	O
des	O
cimes	O
soulever	O
sa	O
courte	O
chevelure	O
.	O

Un	O
haut	O
-	O
parleur	O
de	O
la	B-ORG
Radio	I-ORG
Gazette	I-ORG
Illustrée	I-ORG
gronda	O
comme	O
un	O
tonnerre	O
vocal	O
:	O

—	O
Attention	O
!	O
...	O
Voici	O
le	O
grand	O
meeting	O
de	O
Prague	B-LOC
!	O

Et	O
aussitôt	O
,	O
apparut	O
à	O
même	O
le	O
vide	O
au	O
-	O
dessus	O
de	O
la	O
cité	O
,	O
l	O
'	O
image	O
gigantesque	O
d	O
'	O
une	O
foule	O
humaine	O
acclamant	O
un	O
orateur	O
entouré	O
de	O
porte	O
-	O
voix	O
radiophoniques	O
.	O

Mais	O
il	O
y	O
avait	O
bien	O
des	O
années	O
que	O
la	O
découverte	O
des	O
mirages	O
artificiels	O
était	O
industrialisée	O
.	O

Quand	O
Gloria	B-PER
avait	O
fait	O
son	O
entrée	O
dans	O
le	O
monde	O
,	O
plusieurs	O
compagnies	O
exploitaient	O
déjà	O
le	O
brevet	O
permettant	O
de	O
projeter	O
à	O
travers	O
la	O
distance	O
la	O
reproduction	O
d	O
'	O
un	O
spectacle	O
,	O
exactement	O
comme	O
la	O
nature	O
s	O
'	O
en	O
acquitte	O
au	O
désert	O
,	O
pour	O
son	O
propre	O
compte	O
.	O

Mme	B-PER
Francel	I-PER
ne	O
donna	O
donc	O
qu	O
'	O
un	O
coup	O
d	O
'	O
oeil	O
indifférent	O
à	O
la	O
vision	O
monstrueuse	O
dont	O
s	O
'	O
illustrait	O
le	O
ciel	O
,	O
devenu	O
pour	O
quelques	O
minutes	O
la	O
page	O
énorme	O
d	O
'	O
un	O
magazine	O
.	O

Elle	O
regagna	O
l	O
'	O
ascenseur	O
,	O
et	O
tomba	O
moelleu	O
-	O
sement	O
au	O
seuil	O
de	O
son	O
home	O
.	O

Ce	O
qui	O
suivit	O
cette	O
rentrée	O
n	O
'	O
a	O
pas	O
non	O
plus	O
d	O
'	O
importance	O
pour	O
l	O
'	O
histoire	O
,	O
et	O
d	O
'	O
ailleurs	O
,	O
nous	O
ne	O
savons	O
pas	O
ce	O
que	O
fit	O
Gloria	B-PER
Francel	I-PER
jusqu	O
'	O
à	O
onze	O
heures	O
.	O

Tout	O
au	O
plus	O
,	O
pouvons	O
-	O
nous	O
supposer	O
qu	O
'	O
elle	O
s	O
'	O
occupa	O
des	O
enfants	O
avec	O
la	O
nourrice	O
,	O
seule	O
servante	O
qu	O
'	O
on	O
ne	O
pût	O
remplacer	O
par	O
des	O
engins	O
mécaniques	O
.	O

Peut	O
-	O
être	O
notre	O
jeune	O
et	O
charmante	O
Gloria	B-PER
eût	O
-	O
elle	O
le	O
loisir	O
de	O
faire	O
marcher	O
l	O
'	O
orgue	O
à	O
parfum	O
,	O
ou	O
plutôt	O
le	O
téléviseur	O
(	O
car	O
elle	O
aimait	O
particulièrement	O
à	O
se	O
mettre	O
en	O
communication	O
optique	O
avec	O
les	O
pays	O
très	O
lointains	O
et	O
ainsi	O
se	O
donner	O
le	O
plaisir	O
d	O
'	O
apercevoir	O
,	O
au	O
fond	O
du	O
tube	O
téléviseur	O
,	O
la	O
nuit	O
en	O
plein	O
jour	O
,	O
—	O
la	O
nuit	O
de	O
l	O
'	O
autre	O
côté	O
du	O
globe	O
,	O
avec	O
ses	O
constellations	O
invisibles	O
de	O
ce	O
côté	O
ci	O
)	O
.	O

Le	O
fait	O
historique	O
,	O
c	O
'	O
est	O
que	O
,	O
à	O
onze	O
heures	O
précises	O
,	O
le	O
haut	O
-	O
parleur	O
officiel	O
fit	O
entendre	O
ses	O
trois	O
coups	O
de	O
cloche	O
d	O
'	O
avertissement	O
.	O

La	O
fenêtre	O
était	O
ouverte	O
sur	O
la	O
radieuse	O
matinée	O
.	O

