Il	il	PRON	O	O	O
allait	aller	VERB	O	O	O
chancelant	chancelant	ADJ	O	O	O
,	,	PUNCT	O	O	O
comme	comme	ADP	O	O	O
un	un	DET	O	O	O
enfant	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
lugubre	lugubre	ADJ	O	O	O
,	,	PUNCT	O	O	O
Comme	comme	ADP	O	O	O
un	un	DET	O	O	O
fou	fou	NOUN	O	O	O
...	...	PUNCT	O	O	O
Devant	devant	ADP	O	O	O
lui	luire	PRON	O	O	O
la	le	DET	O	O	O
foule	foule	NOUN	O	O	O
au	au	ADP	O	O	O
loin	loin	ADV	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
ouvrait	ouvrir	VERB	O	O	O
...	...	PUNCT	O	O	O
LÉON	léon	PROPN	O	O	O
DIERX	dierx	PROPN	O	O	O
.	.	PUNCT	O	O	O

I	i	NOUN	O	O	O
Il	il	PRON	O	O	O
venait	venir	VERB	O	O	O
brusquement	brusquement	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
apparaître	apparaître	VERB	O	O	O
au	au	ADP	O	O	O
coin	coin	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
rue	rue	NOUN	O	O	O
et	et	CCONJ	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
avançait	avancer	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
air	air	NOUN	O	O	O
las	las	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
menton	menton	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
poitrine	poitrine	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
visage	visage	NOUN	O	O	O
enfoui	enfouir	VERB	O	O	O
dans	dans	ADP	O	O	O
un	un	DET	O	O	O
grand	grand	ADJ	O	O	O
cache	cache	NOUN	O	O	O
-	-	NOUN	O	O	O
nez	nez	NOUN	O	O	O
de	de	ADP	O	O	O
laine	laine	NOUN	O	O	O
noire	noir	ADJ	O	O	O
:	:	PUNCT	O	O	O
Une	un	DET	O	O	O
femme	femme	NOUN	O	O	O
qui	qui	PRON	O	O	O
faillit	faillir	VERB	O	O	O
le	le	PRON	O	O	O
heurter	heurter	VERB	O	O	O
poussa	pousser	VERB	O	O	O
un	un	DET	O	O	O
cri	cri	NOUN	O	O	O
perçant	perçant	ADJ	O	O	O
et	et	CCONJ	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
enfuit	enfuir	VERB	O	O	O
,	,	PUNCT	O	O	O
affolée	affoler	VERB	O	O	O
...	...	PUNCT	O	O	O
Presque	presque	ADV	O	O	O
au	au	ADP	O	O	O
même	même	ADJ	O	O	O
instant	instant	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
tous	tout	DET	O	O	O
côtés	côté	NOUN	O	O	O
,	,	PUNCT	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
élevèrent	élever	VERB	O	O	O
des	un	DET	O	O	O
exclamations	exclamation	NOUN	O	O	O
confuses	confus	ADJ	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Lui	luire	PRON	O	O	O
...	...	PUNCT	O	O	O
encore	encore	ADV	O	O	O
lui	luire	PRON	O	O	O
!	!	PUNCT	O	O	O

...	...	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Oh	oh	INTJ	O	O	O
!	!	PUNCT	O	O	O

l	l	DET	O	O	O
'	'	DET	O	O	O
horreur	horreur	NOUN	O	O	O
!	!	PUNCT	O	O	O

...	...	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Le	le	DET	O	O	O
monstre	monstre	NOUN	O	O	O
!	!	PUNCT	O	O	O

...	...	PUNCT	O	O	O
Il	il	PRON	O	O	O
y	y	PRON	O	O	O
eut	avoir	VERB	O	O	O
une	un	DET	O	O	O
longue	long	ADJ	O	O	O
rumeur	rumeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
mouvement	mouvement	NOUN	O	O	O
de	de	ADP	O	O	O
recul	recul	NOUN	O	O	O
et	et	CCONJ	O	O	O
instinctivement	instinctivement	ADV	O	O	O
tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
visages	visage	NOUN	O	O	O
se	se	PRON	O	O	O
détournèrent	détourner	VERB	O	O	O
.	.	PUNCT	O	O	O

Pendant	pendant	ADP	O	O	O
quelques	quelque	DET	O	O	O
secondes	seconde	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
demeura	demeurer	VERB	O	O	O
immobile	immobile	ADJ	O	O	O
,	,	PUNCT	O	O	O
fixant	fixer	VERB	O	O	O
sur	sur	ADP	O	O	O
ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
entouraient	entourer	VERB	O	O	O
deux	deux	NUM	O	O	O
yeux	oeil	NOUN	O	O	O
jaunes	jaune	ADJ	O	O	O
,	,	PUNCT	O	O	O
humides	humide	ADJ	O	O	O
et	et	CCONJ	O	O	O
luisants	luisant	ADJ	O	O	O
,	,	PUNCT	O	O	O
puis	pouvoir	CCONJ	O	O	O
il	il	PRON	O	O	O
poussa	pousser	VERB	O	O	O
un	un	DET	O	O	O
long	long	ADJ	O	O	O
soupir	soupir	NOUN	O	O	O
et	et	CCONJ	O	O	O
se	se	PRON	O	O	O
remit	remettre	VERB	O	O	O
en	en	ADP	O	O	O
marche	marche	NOUN	O	O	O
lentement	lentement	ADV	O	O	O
...	...	PUNCT	O	O	O
sous	sou	ADP	O	O	O
les	le	DET	O	O	O
huées	huée	NOUN	O	O	O
...	...	PUNCT	O	O	O
Au	au	ADP	O	O	O
moment	moment	NOUN	O	O	O
où	où	PRON	O	O	O
il	il	PRON	O	O	O
passait	passer	VERB	O	O	O
près	près	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
hangar	hangar	NOUN	O	O	O
en	en	ADP	O	O	O
démolition	démolition	NOUN	O	O	O
,	,	PUNCT	O	O	O
quelqu	quelqu	DET	O	O	O
'	'	DET	O	O	O
un	un	PRON	O	O	O
lui	luire	PRON	O	O	O
lança	lancer	VERB	O	O	O
un	un	DET	O	O	O
plâtras	plâtras	NOUN	O	O	O
qui	qui	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
émietta	émietter	VERB	O	O	O
sur	sur	ADP	O	O	O
ses	son	DET	O	O	O
talons	talon	NOUN	O	O	O
en	en	ADP	O	O	O
un	un	DET	O	O	O
nuage	nuage	NOUN	O	O	O
de	de	ADP	O	O	O
poussière	poussière	NOUN	O	O	O
blanche	blanc	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
un	un	DET	O	O	O
gamin	gamin	NOUN	O	O	O
