(	(	PUNCT	O	O	O
R.	r.	PROPN	O	O	O
F.	f.	PROPN	O	O	O
)	)	PUNCT	O	O	O

IMPRIMÉS	imprimer	VERB	O	O	O
MANILLE	manille	PROPN	O	O	O

AUX	à	ADP	O	O	O
ENCHÈRES	enchère	NOUN	O	O	O

—	—	PUNCT	O	O	O
L'	le	DET	O	O	O
amour	amour	NOUN	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
acte	acte	NOUN	O	O	O
sans	sans	ADP	O	O	O
importance	importance	NOUN	O	O	O
,	,	PUNCT	O	O	O
puisqu'	puisque	SCONJ	O	O	O
on	on	PRON	O	O	O
peut	pouvoir	VERB	O	O	O
le	le	PRON	O	O	O
faire	faire	VERB	O	O	O
indéfiniment	indéfiniment	ADV	O	O	O
.	.	PUNCT	O	O	O

Tous	tout	ADJ	O	O	O
tournèrent	tourner	VERB	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
vers	vers	ADP	O	O	O
celui	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
venait	venir	VERB	O	O	O
d'	de	ADP	O	O	O
émettre	émettre	VERB	O	O	O
une	un	DET	O	O	O
telle	tel	ADJ	O	O	O
absurdité	absurdité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
hôtes	hôte	NOUN	O	O	O
d'	de	ADP	O	O	O
André	andré	PROPN	O	O	O
Marcueil	marcueil	PROPN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
château	château	NOUN	O	O	O
de	de	ADP	O	O	O
Lurance	lurance	PROPN	O	O	O
,	,	PUNCT	O	O	O
en	en	PRON	O	O	O
étaient	être	AUX	O	O	O
arrivés	arriver	VERB	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
soir	soir	NOUN	O	O	O
-	-	NOUN	O	O	O
là	là	ADV	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
conversation	conversation	NOUN	O	O	O
sur	sur	ADP	O	O	O
l'	le	DET	O	O	O
amour	amour	NOUN	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
sujet	sujet	NOUN	O	O	O
LE	le	DET	O	O	O
SURMALE	surmale	VERB	O	O	O
paraissant	paraître	VERB	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
accord	accord	NOUN	O	O	O
unanime	unanime	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
mieux	mieux	ADV	O	O	O
choisi	choisir	VERB	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
autant	autant	ADV	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
