I	i	NOUN	O	O	O
LA	le	DET	O	O	O
BRASSERIE	brasserie	NOUN	O	O	O
SCHAFFNER	schaffner	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
LES	le	DET	O	O	O
TROIS	trois	NUM	O	O	O
AMIS	ami	NOUN	O	O	O
—	—	PUNCT	O	O	O
Holà	holà	PROPN	O	O	O
!	!	PUNCT	O	O	O

maître	maître	NOUN	O	O	O
Schaffner	schaffner	PROPN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
deux	deux	NUM	O	O	O
bocks	bock	NOUN	O	O	O
et	et	CCONJ	O	O	O
du	de	ADP	O	O	O
tabac	tabac	NOUN	O	O	O
!	!	PUNCT	O	O	O

demanda	demander	VERB	O	O	O
le	le	DET	O	O	O
jeune	jeune	ADJ	O	O	O
Léo	léo	PROPN	O	O	O
en	en	ADP	O	O	O
venant	venir	VERB	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
asseoir	asseoir	VERB	O	O	O
auprès	auprès	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
table	table	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
Muller	muller	PROPN	O	O	O
,	,	PUNCT	O	O	O
son	son	DET	O	O	O
ami	ami	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
brasserie	brasserie	NOUN	O	O	O
Schaffner	schaffner	PROPN	O	O	O
était	être	AUX	O	O	O
une	un	PRON	O	O	O
des	de	ADP	O	O	O
plus	plus	ADV	O	O	O
modestes	modeste	ADJ	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
moins	moins	ADV	O	O	O
achalandées	achalandé	ADJ	O	O	O
de	de	ADP	O	O	O
Speinheim	speinheim	PROPN	O	O	O
,	,	PUNCT	O	O	O
petite	petit	ADJ	O	O	O
ville	ville	NOUN	O	O	O
située	situer	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
confins	confins	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Allemagne	allemagne	PROPN	O	O	O
.	.	PUNCT	O	O	O

C	c	PRON	O	O	O
'	'	PRON	O	O	O
est	être	AUX	O	O	O
là	là	ADV	O	O	O
que	que	PRON	O	O	O
se	se	PRON	O	O	O
réunissaient	réunir	VERB	O	O	O
souvent	souvent	ADV	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
leur	son	DET	O	O	O
camarade	camarade	NOUN	O	O	O
Volfrang	volfrang	PROPN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
deux	deux	NUM	O	O	O
jeunes	jeune	ADJ	O	O	O
gens	gens	NOUN	O	O	O
que	que	PRON	O	O	O
nous	nous	PRON	O	O	O
venons	venir	VERB	O	O	O
de	de	ADP	O	O	O
voir	voir	AUX	O	O	O
entrer	entrer	VERB	O	O	O
.	.	PUNCT	O	O	O

Ils	il	PRON	O	O	O
avaient	avoir	AUX	O	O	O
adopté	adopter	VERB	O	O	O
cet	ce	DET	O	O	O
établissement	établissement	NOUN	O	O	O
,	,	PUNCT	O	O	O
quelque	quelque	ADV	O	O	O
peu	peu	ADV	O	O	O
orné	orner	ADJ	O	O	O
et	et	CCONJ	O	O	O
désert	désert	ADJ	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
il	il	PRON	O	O	O
fût	être	AUX	O	O	O
,	,	PUNCT	O	O	O
aimant	aimer	VERB	O	O	O
bien	bien	ADV	O	O	O
mieux	mieux	ADV	O	O	O
le	le	DET	O	O	O
calme	calme	NOUN	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
isolement	isolement	NOUN	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
propices	propice	ADJ	O	O	O
aux	à	ADP	O	O	O
causeries	causerie	NOUN	O	O	O
intimes	intime	ADJ	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
luxe	luxe	NOUN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
bruit	bruit	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
grands	grand	ADJ	O	O	O
cafés	café	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
mode	mode	NOUN	O	O	O
,	,	PUNCT	O	O	O
où	où	PRON	O	O	O
fourmille	fourmiller	VERB	O	O	O
tout	tout	ADJ	O	O	O
un	un	DET	O	O	O
monde	monde	NOUN	O	O	O
de	de	ADP	O	O	O
consommateurs	consommateur	NOUN	O	O	O
inconnus	inconnu	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
a	avoir	VERB	O	O	O
encore	encore	ADV	O	O	O
le	le	DET	O	O	O
désagrément	désagrément	NOUN	O	O	O
de	de	ADP	O	O	O
voir	voir	VERB	O	O	O
indéfiniment	indéfiniment	ADV	O	O	O
reproduits	reproduire	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
jeu	jeu	NOUN	O	O	O
des	de	ADP	O	O	O
glaces	glace	NOUN	O	O	O
;	;	PUNCT	O	O	O
pendant	pendant	ADP	O	O	O
qu	qu	SCONJ	O	O	O
'	'	PUNCT	O	O	O
habillé	habiller	VERB	O	O	O
de	de	ADP	O	O	O
noir	noir	NOUN	O	O	O
,	,	PUNCT	O	O	O
cravaté	cravater	VERB	O	O	O
de	de	ADP	O	O	O
blanc	blanc	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
parfaitement	parfaitement	ADV	O	O	O
reconnaissable	reconnaissable	ADJ	O	O	O
au	au	ADP	O	O	O
flottant	flottant	ADJ	O	O	O
insigne	insigne	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
serviette	serviette	NOUN	O	O	O
suspendue	suspendre	VERB	O	O	O
au	au	ADP	O	O	O
bras	bras	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
patron	patron	NOUN	O	O	O
promène	promener	VERB	O	O	O
autour	autour	ADV	O	O	O
de	de	ADP	O	O	O
lui	luire	PRON	O	O	O
un	un	DET	O	O	O
regard	regard	NOUN	O	O	O
olympien	olympien	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
circule	circuler	VERB	O	O	O
avec	avec	ADP	O	O	O
la	le	DET	O	O	O
fière	fier	ADJ	O	O	O
prestance	prestance	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
duc	duc	NOUN	O	O	O
