CHAPITRE	chapitre	NOUN	O	O	O
PREMIER	premier	ADJ	O	O	O

INTRODUCTION	introduction	NOUN	O	O	O
L'	le	DET	O	O	O
ÉLECTRICITÉ	électricité	NOUN	O	O	O
ANIMALE	animal	ADJ	O	O	O

Le	le	DET	O	O	O
12	12	NUM	O	O	O
février	février	NOUN	O	O	O
1874	1874	NUM	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
lundi	lundi	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
marquise	marquis	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Roche	roche	PROPN	O	O	O
-	-	PROPN	O	O	O
Houdion	houdion	PROPN	O	O	O
recevait	recevoir	VERB	O	O	O
en	en	ADP	O	O	O
son	son	DET	O	O	O
hôtel	hôtel	NOUN	O	O	O
du	de	ADP	O	O	O
faubourg	faubourg	NOUN	O	O	O
Saint	saint	PROPN	O	O	O
-	-	PROPN	O	O	O
Honoré	honoré	PROPN	O	O	O
.	.	PUNCT	O	O	O

Une	un	DET	O	O	O
longue	long	ADJ	O	O	O
file	file	NOUN	O	O	O
de	de	ADP	O	O	O
voitures	voiture	NOUN	O	O	O
stationnait	stationner	VERB	O	O	O
contre	contre	ADP	O	O	O
les	le	DET	O	O	O
trottoirs	trottoir	NOUN	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
la	le	DET	O	O	O
place	place	NOUN	O	O	O
Beauveau	beauveau	PROPN	O	O	O
jusqu'	jusque	ADP	O	O	O
aux	à	ADP	O	O	O
portes	porte	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
hôtel	hôtel	NOUN	O	O	O
,	,	PUNCT	O	O	O
situé	situer	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
hauteur	hauteur	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
rue	rue	NOUN	O	O	O
de	de	ADP	O	O	O
Berri	berri	PROPN	O	O	O
.	.	PUNCT	O	O	O

De	de	ADP	O	O	O
minute	minute	NOUN	O	O	O
en	en	ADP	O	O	O
minute	minute	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
flot	flot	NOUN	O	O	O
d'	de	ADP	O	O	O
invités	invité	NOUN	O	O	O
venait	venir	VERB	O	O	O
