Que	que	ADV	O	O	O
d'	de	ADP	O	O	O
affaires	affaire	NOUN	O	O	O
,	,	PUNCT	O	O	O
ma	mon	DET	O	O	O
chère	cher	ADJ	O	O	O
Hélène	hélène	PROPN	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
que	que	SCONJ	O	O	O
nous	nous	PRON	O	O	O
ne	ne	ADV	O	O	O
nous	nous	PRON	O	O	O
sommes	être	AUX	O	O	O
vues	voir	VERB	O	O	O
!	!	PUNCT	O	O	O

Que	que	ADV	O	O	O
d'	de	DET	O	O	O
événements	événement	NOUN	O	O	O
!	!	PUNCT	O	O	O

Que	que	ADV	O	O	O
d'	de	ADP	O	O	O
aventures	aventure	NOUN	O	O	O
!	!	PUNCT	O	O	O

Ta	ton	DET	O	O	O
petite	petit	ADJ	O	O	O
Jeanne	jeanne	PROPN	O	O	O
est	être	AUX	O	O	O
tout	tout	ADV	O	O	O
simplement	simplement	ADV	O	O	O
en	en	ADP	O	O	O
train	train	NOUN	O	O	O
de	de	ADP	O	O	O
devenir	devenir	VERB	O	O	O
une	un	DET	O	O	O
héroïne	héroïne	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
si	si	SCONJ	O	O	O
tu	tu	PRON	O	O	O
lisais	lire	VERB	O	O	O
les	le	DET	O	O	O
journaux	journal	NOUN	O	O	O
,	,	PUNCT	O	O	O
tu	tu	PRON	O	O	O
saurais	savoir	VERB	O	O	O
qu'	que	SCONJ	O	O	O
elle	lui	PRON	O	O	O
a	avoir	VERB	O	O	O
d'	de	ADP	O	O	O
ores	ores	PRON	O	O	O
et	et	CCONJ	O	O	O
déjà	déjà	ADV	O	O	O
sa	son	DET	O	O	O
place	place	NOUN	O	O	O
marquée	marquer	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
galerie	galerie	NOUN	O	O	O
des	de	ADP	O	O	O
voyageuses	voyageur	NOUN	O	O	O
célèbres	célèbre	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
côlé	côlé	NOUN	O	O	O
de	de	ADP	O	O	O
miss	miss	NOUN	O	O	O
Bly	bly	PROPN	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
,	,	PUNCT	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
nous	nous	PRON	O	O	O
avons	avoir	AUX	O	O	O
été	être	AUX	O	O	O
interviewés	interviewer	VERB	O	O	O
,	,	PUNCT	O	O	O
papa	papa	PROPN	O	O	O
et	et	CCONJ	O	O	O
moi	moi	PRON	O	O	O
,	,	PUNCT	O	O	O
depuis	depuis	ADP	O	O	O
avant	avant	ADP	O	O	O
-	-	NUM	O	O	O
hier	hier	ADV	O	O	O
soir	soir	NOUN	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
tu	tu	PRON	O	O	O
ne	ne	ADV	O	O	O
peux	pouvoir	VERB	O	O	O
pas	pas	ADV	O	O	O
t'	te	PRON	O	O	O
imaginer	imaginer	VERB	O	O	O
ça	cela	PRON	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
nous	nous	PRON	O	O	O
en	en	PRON	O	O	O
avons	avoir	AUX	O	O	O
reçu	recevoir	VERB	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
journalistes	journaliste	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
anglais	anglais	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
français	français	NOUN	O	O	O
,	,	PUNCT	O	O	O
voire	voire	CCONJ	O	O	O
des	un	DET	O	O	O
américains	américain	NOUN	O	O	O
,	,	PUNCT	O	O	O
venus	venir	VERB	O	O	O
tout	tout	ADV	O	O	O
exprès	exprès	ADV	O	O	O
de	de	ADP	O	O	O
New	new	PROPN	O	O	O
-	-	PROPN	O	O	O
York	york	PROPN	O	O	O
pour	pour	ADP	O	O	O
nous	nous	PRON	O	O	O
«	«	PUNCT	O	O	O
prendre	prendre	VERB	O	O	O
une	un	DET	O	O	O
conversation	conversation	NOUN	O	O	O
»	»	PUNCT	O	O	O
!	!	PUNCT	O	O	O

Papa	papa	NOUN	O	O	O
ne	ne	ADV	O	O	O
dérage	dérager	VERB	O	O	O
plus	plus	ADV	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
donne	donne	VERB	O	O	O
aux	à	ADP	O	O	O
domestiques	domestique	NOUN	O	O	O
les	le	DET	O	O	O
consignes	consigne	NOUN	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
sévères	sévère	ADJ	O	O	O
.	.	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
rien	rien	PRON	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
fait	faire	VERB	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
messieurs	monsieur	NOUN	O	O	O
lesjournalistes	lesjournaliste	NOUN	O	O	O
forcent	forcer	VERB	O	O	O
les	le	DET	O	O	O
portes	porte	NOUN	O	O	O
les	le	DET	O	O	O
mieux	mieux	ADV	O	O	O
closes	clos	ADJ	O	O	O
:	:	PUNCT	O	O	O
à	à	ADP	O	O	O
chaque	chaque	DET	O	O	O
instant	instant	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
en	en	PRON	O	O	O
arrive	arriver	VERB	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
crayon	crayon	NOUN	O	O	O
et	et	CCONJ	O	O	O
un	un	DET	O	O	O
block	block	NOUN	O	O	O
-	-	NOUN	O	O	O
notes	note	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
main	main	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
ils	il	PRON	O	O	O
savent	savoir	VERB	O	O	O
si	si	ADV	O	O	O
bien	bien	ADV	O	O	O
entortiller	entortiller	VERB	O	O	O
papa	papa	NOUN	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADV	O	O	O
en	en	ADP	O	O	O
maugréant	maugréer	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
finit	finir	VERB	O	O	O
par	par	ADP	O	O	O
leur	son	PRON	O	O	O
dire	dire	VERB	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
ils	il	PRON	O	O	O
veulent	vouloir	VERB	O	O	O
savoir	savoir	VERB	O	O	O
.	.	PUNCT	O	O	O

Us	us	NOUN	O	O	O
sontsi	sontsi	ADV	O	O	O
corrects	correct	ADJ	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
polis	poli	ADJ	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
insinuants	insinuant	ADJ	O	O	O
!	!	PUNCT	O	O	O

Il	il	PRON	O	O	O
y	y	PRON	O	O	O
en	en	PRON	O	O	O
a	avoir	VERB	O	O	O
même	même	ADV	O	O	O
qui	qui	PRON	O	O	O
sont	être	AUX	O	O	O
tout	tout	ADV	O	O	O
à	à	ADP	O	O	O
fait	fait	NOUN	O	O	O
gentils	gentil	ADJ	O	O	O
...	...	PUNCT	O	O	O

