CHAPITRE	chapitre	NOUN	O	O	O
I	i	ADJ	O	O	O

Retour	retour	NOUN	O	O	O
imprévu	imprévu	ADJ	O	O	O
aux	à	ADP	O	O	O
Martigues	martigues	PROPN	O	O	O
(	(	PUNCT	O	O	O
Bouches	bouches	PROPN	O	O	O
-	-	PROPN	O	O	O
du	du	PROPN	O	O	O
-	-	PROPN	O	O	O
Rhône	rhône	PROPN	O	O	O
)	)	PUNCT	O	O	O
du	de	ADP	O	O	O
lieutenant	lieutenant	NOUN	O	O	O
Numa	numa	PROPN	O	O	O
Honorat	honorat	PROPN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
marine	marine	NOUN	O	O	O
française	français	ADJ	O	O	O
et	et	CCONJ	O	O	O
préparatifs	préparatif	NOUN	O	O	O
du	de	ADP	O	O	O
mariage	mariage	NOUN	O	O	O
de	de	ADP	O	O	O
mademoiselle	mademoiselle	NOUN	O	O	O
Jeanne	jeanne	PROPN	O	O	O
,	,	PUNCT	O	O	O
sa	son	DET	O	O	O
soeur	soeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
le	le	DET	O	O	O
jeune	jeune	ADJ	O	O	O
Marius	marius	PROPN	O	O	O
Foulane	foulane	PROPN	O	O	O
futur	futur	ADJ	O	O	O
notaire	notaire	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Où	où	PRON	O	O	O
l'	le	PRON	O	O	O
on	on	PRON	O	O	O
fait	faire	VERB	O	O	O
la	le	DET	O	O	O
connaissance	connaissance	NOUN	O	O	O
des	de	ADP	O	O	O
familles	famille	NOUN	O	O	O
Honorat	honorat	PROPN	O	O	O
et	et	CCONJ	O	O	O
Foulane	foulane	PROPN	O	O	O
destinées	destiner	VERB	O	O	O
à	à	ADP	O	O	O
n'	ne	ADV	O	O	O
en	en	PRON	O	O	O
plus	plus	ADV	O	O	O
faire	faire	VERB	O	O	O
qu'	que	ADV	O	O	O
une	un	DET	O	O	O
seule	seul	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Idées	idée	NOUN	O	O	O
peu	peu	ADV	O	O	O
ordinaires	ordinaire	ADJ	O	O	O
que	que	PRON	O	O	O
Numa	numa	PROPN	O	O	O
tenait	tenir	VERB	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
ancien	ancien	ADJ	O	O	O
professeur	professeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
excentrique	excentrique	ADJ	O	O	O
M.	m.	NOUN	O	O	O
Coral	coral	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Véridique	véridique	ADJ	O	O	O
théorie	théorie	NOUN	O	O	O
d'	de	ADP	O	O	O
Aché	aché	PROPN	O	O	O
-	-	PROPN	O	O	O
dias	dia	NOUN	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
périodicité	périodicité	NOUN	O	O	O
des	de	ADP	O	O	O
déluges	déluge	NOUN	O	O	O
universels	universel	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Triste	triste	ADJ	O	O	O
avenir	avenir	NOUN	O	O	O
que	que	PRON	O	O	O
les	le	DET	O	O	O
siècles	siècle	NOUN	O	O	O
futurs	futur	ADJ	O	O	O
réservent	réserver	VERB	O	O	O
à	à	ADP	O	O	O
notre	notre	DET	O	O	O
hémisphère	hémisphère	NOUN	O	O	O
fatalement	fatalement	ADV	O	O	O
condamné	condamner	VERB	O	O	O
à	à	ADP	O	O	O
être	être	AUX	O	O	O
un	un	DET	O	O	O
jour	jour	NOUN	O	O	O
presque	presque	ADV	O	O	O
tout	tout	ADV	O	O	O
entier	entier	ADJ	O	O	O
englouti	engloutir	VERB	O	O	O
sous	sou	ADP	O	O	O
les	le	DET	O	O	O
flots	flot	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
Océan	océan	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Émotions	émotion	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
veille	veille	NOUN	O	O	O
de	de	ADP	O	O	O
noces	noce	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
réflexions	réflexion	NOUN	O	O	O
sublimes	sublime	ADJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
amoureux	amoureux	NOUN	O	O	O
Marius	marius	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Mais	mais	CCONJ	O	O	O
