(	(	PUNCT	O	O	O
Ce	ce	DET	O	O	O
livre	livre	NOUN	O	O	O
est	être	AUX	O	O	O
censé	censé	ADJ	O	O	O
écrit	écrire	VERB	O	O	O
au	au	ADP	O	O	O
commencement	commencement	NOUN	O	O	O
du	de	ADP	O	O	O
XXI	xxi	ADJ	O	O	O
°	°	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
.	.	PUNCT	O	O	O

)	)	PUNCT	O	O	O
I	i	NOUN	O	O	O
Les	le	DET	O	O	O
fêtes	fête	NOUN	O	O	O
qui	qui	PRON	O	O	O
furent	être	AUX	O	O	O
célébrées	célébrer	VERB	O	O	O
par	par	ADP	O	O	O
toute	tout	ADJ	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
occasion	occasion	NOUN	O	O	O
du	de	ADP	O	O	O
premier	premier	ADJ	O	O	O
centenaire	centenaire	NOUN	O	O	O
de	de	ADP	O	O	O
1789	1789	NUM	O	O	O
,	,	PUNCT	O	O	O
excitèrent	exciter	VERB	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
chacun	chacun	PRON	O	O	O
le	le	PRON	O	O	O
sait	savoir	VERB	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
enthousiasme	enthousiasme	NOUN	O	O	O
extraordinaire	extraordinaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Dans	dans	ADP	O	O	O
les	le	DET	O	O	O
grandes	grand	ADJ	O	O	O
comme	comme	ADP	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
petites	petit	ADJ	O	O	O
villes	ville	NOUN	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
manifestations	manifestation	NOUN	O	O	O
publiques	public	ADJ	O	O	O
revêtirent	revêtir	VERB	O	O	O
un	un	DET	O	O	O
double	double	ADJ	O	O	O
caractère	caractère	NOUN	O	O	O
de	de	ADP	O	O	O
patriotisme	patriotisme	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
fraternité	fraternité	NOUN	O	O	O
,	,	PUNCT	O	O	O
comme	comme	SCONJ	O	O	O
on	on	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
en	en	PRON	O	O	O
avait	avoir	AUX	O	O	O
pas	pas	ADV	O	O	O
constaté	constater	VERB	O	O	O
depuis	depuis	ADP	O	O	O
la	le	DET	O	O	O
fête	fête	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Fédération	fédération	NOUN	O	O	O
au	au	ADP	O	O	O
siècle	siècle	NOUN	O	O	O
précédent	précédent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
fut	être	AUX	O	O	O
évident	évident	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
partir	partir	VERB	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
époque	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
était	être	AUX	O	O	O
définitivement	définitivement	ADV	O	O	O
conquise	conquérir	VERB	O	O	O
aux	à	ADP	O	O	O
idées	idée	NOUN	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
appelait	appeler	VERB	O	O	O
encore	encore	ADV	O	O	O
alors	alors	ADV	O	O	O
les	le	DET	O	O	O
idées	idée	NOUN	O	O	O
modernes	moderne	ADJ	O	O	O
.	.	PUNCT	O	O	O

Tous	tout	ADJ	O	O	O
les	le	DET	O	O	O
habitants	habitant	NOUN	O	O	O
du	de	ADP	O	O	O
pays	pays	NOUN	O	O	O
,	,	PUNCT	O	O	O
même	même	ADV	O	O	O
les	le	DET	O	O	O
plus	plus	ADV	O	O	O
aveugles	aveugle	ADJ	O	O	O
,	,	PUNCT	O	O	O
en	en	PRON	O	O	O
eurent	avoir	VERB	O	O	O
la	le	DET	O	O	O
perception	perception	NOUN	O	O	O
bien	bien	ADV	O	O	O
nette	net	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
ce	ce	PRON	O	O	O
fut	être	AUX	O	O	O
un	un	DET	O	O	O
fait	fait	NOUN	O	O	O
acquis	acquérir	VERB	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
entier	entier	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
restait	rester	VERB	O	O	O
néanmoins	néanmoins	ADV	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
sol	sol	NOUN	O	O	O
national	national	ADJ	O	O	O
bien	bien	ADV	O	O	O
des	un	DET	O	O	O
gens	gens	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
étaient	être	AUX	O	O	O
maintenus	maintenir	VERB	O	O	O
en	en	ADP	O	O	O
dehors	dehors	ADP	O	O	O
du	de	ADP	O	O	O
courant	courant	NOUN	O	O	O
général	général	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
qui	qui	PRON	O	O	O
étaient	être	AUX	O	O	O
fermement	fermement	ADV	O	O	O
décidés	décider	VERB	O	O	O
à	à	ADP	O	O	O
y	y	PRON	O	O	O
rester	rester	VERB	O	O	O
toujours	toujours	ADV	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
les	le	PRON	O	O	O
avait	avoir	AUX	O	O	O
appelés	appeler	VERB	O	O	O
,	,	PUNCT	O	O	O
suivant	suivant	ADP	O	O	O
les	le	DET	O	O	O
époques	époque	NOUN	O	O	O
,	,	PUNCT	O	O	O
légitimistes	légitimiste	NOUN	O	O	O
,	,	PUNCT	O	O	O
aristocrates	aristocrate	NOUN	O	O	O
,	,	PUNCT	O	O	O
réactionnaires	réactionnaire	ADJ	O	O	O
ou	ou	CCONJ	O	O	O
cléricaux	clérical	ADJ	O	O	O
.	.	PUNCT	O	O	O

Ils	il	PRON	O	O	O
étaient	être	AUX	O	O	O
alors	alors	ADV	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
nous	nous	PRON	O	O	O
ne	ne	ADV	O	O	O
nous	nous	PRON	O	O	O
trompons	tromper	VERB	O	O	O
,	,	PUNCT	O	O	O
connus	connaître	VERB	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
simple	simple	ADJ	O	O	O
nom	nom	NOUN	O	O	O
de	de	ADP	O	O	O
«	«	PUNCT	O	O	O
dissidents	dissident	NOUN	O	O	O
»	»	PUNCT	O	O	O
.	.	PUNCT	O	O	O

C	c	PRON	O	O	O
'	'	PRON	O	O	O
étaient	être	AUX	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
la	le	DET	O	O	O
plupart	plupart	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
personnes	personne	NOUN	O	O	O
fidèlement	fidèlement	ADV	O	O	O
attachées	attacher	VERB	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
ancienne	ancien	ADJ	O	O	O
religion	religion	NOUN	O	O	O
du	de	ADP	O	O	O
pays	pays	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
souffraient	souffrir	VERB	O	O	O
avec	avec	ADP	O	O	O
amertume	amertume	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
organisation	organisation	NOUN	O	O	O
sociale	social	ADJ	O	O	O
,	,	PUNCT	O	O	O
conçue	concevoir	VERB	O	O	O
en	en	ADP	O	O	O
dehors	dehors	ADP	O	O	O
de	de	ADP	O	O	O
leurs	leur	DET	O	O	O
dogmes	dogme	NOUN	O	O	O
essentiels	essentiel	ADJ	O	O	O
:	:	PUNCT	O	O	O
la	le	DET	O	O	O
divinité	divinité	NOUN	O	O	O
du	de	ADP	O	O	O
Christ	christ	PROPN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
certitude	certitude	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
seconde	second	ADJ	O	O	O
vie	vie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ces	ce	DET	O	O	O
particuliers	particulier	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
étaient	être	AUX	O	O	O
confirmés	confirmer	VERB	O	O	O
de	de	ADP	O	O	O
génération	génération	NOUN	O	O	O
en	en	ADP	O	O	O
génération	génération	NOUN	O	O	O
dans	dans	ADP	O	O	O
leurs	leur	DET	O	O	O
sentiments	sentiment	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
opposition	opposition	NOUN	O	O	O
,	,	PUNCT	O	O	O
grâce	grâce	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
liberté	liberté	NOUN	O	O	O
politique	politique	ADJ	O	O	O
dont	dont	PRON	O	O	O
on	on	PRON	O	O	O
commençait	commencer	VERB	O	O	O
déjà	déjà	ADV	O	O	O
à	à	ADP	O	O	O
jouir	jouir	VERB	O	O	O
en	en	ADP	O	O	O
France	france	PROPN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
intervalles	intervalle	NOUN	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
xixe	xix	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
côté	côté	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
eux	lui	PRON	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
en	en	ADP	O	O	O
petit	petit	ADJ	O	O	O
nombre	nombre	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
tenaient	tenir	VERB	O	O	O
également	également	ADV	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
défensive	défensive	NOUN	O	O	O
,	,	PUNCT	O	O	O
quelques	quelque	DET	O	O	O
individualités	individualité	NOUN	O	O	O
,	,	PUNCT	O	O	O
éprises	épris	ADJ	O	O	O
encore	encore	ADV	O	O	O
de	de	ADP	O	O	O
privilège	privilège	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
supériorité	supériorité	NOUN	O	O	O
.	.	PUNCT	O	O	O

Celles	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
ne	ne	ADV	O	O	O
pouvaient	pouvoir	VERB	O	O	O
se	se	PRON	O	O	O
plier	plier	VERB	O	O	O
à	à	ADP	O	O	O
des	un	DET	O	O	O
lois	loi	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
des	un	DET	O	O	O
moeurs	moeurs	NOUN	O	O	O
,	,	PUNCT	O	O	O
jalouses	jaloux	ADJ	O	O	O
avant	avant	ADP	O	O	O
tout	tout	ADV	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
établir	établir	VERB	O	O	O
et	et	CCONJ	O	O	O
maintenir	maintenir	VERB	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
égalité	égalité	NOUN	O	O	O
civique	civique	ADJ	O	O	O
.	.	PUNCT	O	O	O

A	à	ADP	O	O	O
vrai	vrai	ADJ	O	O	O
dire	dire	ADV	O	O	O
le	le	DET	O	O	O
groupe	groupe	NOUN	O	O	O
des	de	ADP	O	O	O
dissidents	dissident	NOUN	O	O	O
avait	avoir	AUX	O	O	O
fini	finir	VERB	O	O	O
par	par	ADP	O	O	O
se	se	PRON	O	O	O
-	-	ADV	O	O	O
tourner	tourner	VERB	O	O	O
presque	presque	ADV	O	O	O
exclusivement	exclusivement	ADV	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
terrain	terrain	NOUN	O	O	O
religieux	religieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
idée	idée	NOUN	O	O	O
catholique	catholique	ADJ	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
comme	comme	SCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
enthousiasme	enthousiasme	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
joie	joie	NOUN	O	O	O
provoquent	provoquer	VERB	O	O	O
assez	assez	ADV	O	O	O
habituellement	habituellement	ADV	O	O	O
des	un	DET	O	O	O
sentiments	sentiment	NOUN	O	O	O
de	de	ADP	O	O	O
bonté	bonté	NOUN	O	O	O
tolérante	tolérant	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
majorité	majorité	NOUN	O	O	O
des	de	ADP	O	O	O
citoyens	citoyen	NOUN	O	O	O
français	français	ADJ	O	O	O
ne	ne	ADV	O	O	O
pouvait	pouvoir	VERB	O	O	O
se	se	PRON	O	O	O
défendre	défendre	VERB	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
milieu	milieu	NOUN	O	O	O
des	de	ADP	O	O	O
solennités	solennité	NOUN	O	O	O
par	par	ADP	O	O	O
lesquelles	lequel	PRON	O	O	O
elle	lui	PRON	O	O	O
fêtait	fêter	VERB	O	O	O
le	le	DET	O	O	O
souvenir	souvenir	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
émancipation	émancipation	NOUN	O	O	O
politique	politique	ADJ	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
considérer	considérer	VERB	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
intérêt	intérêt	NOUN	O	O	O
tout	tout	ADV	O	O	O
particulier	particulier	ADJ	O	O	O
,	,	PUNCT	O	O	O
cette	ce	DET	O	O	O
classe	classe	NOUN	O	O	O
de	de	ADP	O	O	O
compatriotes	compatriote	NOUN	O	O	O
qui	qui	PRON	O	O	O
restait	rester	VERB	O	O	O
ainsi	ainsi	ADV	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
écart	écart	NOUN	O	O	O
,	,	PUNCT	O	O	O
drapée	draper	VERB	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
noble	noble	ADJ	O	O	O
et	et	CCONJ	O	O	O
respectable	respectable	ADJ	O	O	O
intransigeance	intransigeance	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ceux	celui	PRON	O	O	O
-	-	PRON	O	O	O
ci	ci	PRON	O	O	O
de	de	ADP	O	O	O
leur	son	DET	O	O	O
côté	côté	NOUN	O	O	O
comprirent	comprendre	VERB	O	O	O
à	à	ADP	O	O	O
ce	ce	DET	O	O	O
même	même	ADJ	O	O	O
moment	moment	NOUN	O	O	O
que	que	SCONJ	O	O	O
tout	tout	DET	O	O	O
espoir	espoir	NOUN	O	O	O
de	de	ADP	O	O	O
restauration	restauration	NOUN	O	O	O
chrétienne	chrétien	ADJ	O	O	O
leur	son	PRON	O	O	O
échappait	échapper	VERB	O	O	O
.	.	PUNCT	O	O	O

Ils	il	PRON	O	O	O
se	se	PRON	O	O	O
demandèrent	demander	VERB	O	O	O
ce	ce	PRON	O	O	O
qu	que	PRON	O	O	O
'	'	PRON	O	O	O
ils	il	PRON	O	O	O
allaient	aller	VERB	O	O	O
devenir	devenir	VERB	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
cette	ce	DET	O	O	O
terre	terre	NOUN	O	O	O
de	de	ADP	O	O	O
France	france	PROPN	O	O	O
si	si	ADV	O	O	O
aimée	aimer	VERB	O	O	O
toujours	toujours	ADV	O	O	O
,	,	PUNCT	O	O	O
s	s	SCONJ	O	O	O
'	'	SCONJ	O	O	O
ils	il	PRON	O	O	O
étaient	être	AUX	O	O	O
condamnés	condamner	VERB	O	O	O
,	,	PUNCT	O	O	O
eux	lui	PRON	O	O	O
et	et	CCONJ	O	O	O
leurs	leur	DET	O	O	O
enfants	enfant	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
y	y	PRON	O	O	O
vivre	vivre	VERB	O	O	O
comme	comme	ADP	O	O	O
des	un	DET	O	O	O
étrangers	étranger	NOUN	O	O	O
.	.	PUNCT	O	O	O

Alors	alors	ADV	O	O	O
il	il	PRON	O	O	O
arriva	arriver	VERB	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
produisit	produire	VERB	O	O	O
habituellement	habituellement	ADV	O	O	O
quand	quand	SCONJ	O	O	O
les	le	DET	O	O	O
complications	complication	NOUN	O	O	O
sont	être	AUX	O	O	O
arrivées	arriver	VERB	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
état	état	NOUN	O	O	O
