I	i	NOUN	O	O	O
L'	le	DET	O	O	O
ATTROUPEMENT	attroupement	NOUN	O	O	O
La	le	DET	O	O	O
géographie	géographie	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PRON	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
pique	piqu	ADJ	O	O	O
de	de	ADP	O	O	O
former	former	VERB	O	O	O
l'	le	DET	O	O	O
esprit	esprit	NOUN	O	O	O
en	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
coeur	coeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PRON	O	O	O
ne	ne	ADV	O	O	O
manque	manque	VERB	O	O	O
jamais	jamais	ADV	O	O	O
de	de	ADP	O	O	O
joindre	joindre	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
nomenclature	nomenclature	NOUN	O	O	O
des	de	ADP	O	O	O
villes	ville	NOUN	O	O	O
qu'	que	PRON	O	O	O
elle	lui	PRON	O	O	O
énumère	énumère	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
ou	ou	CCONJ	O	O	O
plusieurs	plusieurs	DET	O	O	O
indications	indication	NOUN	O	O	O
propres	propre	ADJ	O	O	O
à	à	ADP	O	O	O
meubler	meubler	VERB	O	O	O
confortablement	confortablement	ADV	O	O	O
la	le	DET	O	O	O
mémoire	mémoire	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
lecteurs	lecteur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
vous	vous	PRON	O	O	O
dit	dire	VERB	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
exemple	exemple	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
agréable	agréable	ADJ	O	O	O
mélange	mélange	NOUN	O	O	O
de	de	ADP	O	O	O
réalisme	réalisme	NOUN	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
sentimentalité	sentimentalité	NOUN	O	O	O
:	:	PUNCT	O	O	O
—	—	PRON	O	O	O
ROUEN	rouen	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
84,000	84,000	NUM	O	O	O
habitants	habitant	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Célèbre	célèbre	ADV	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
sucres	sucre	NOUN	O	O	O
de	de	ADP	O	O	O
pomme	pomme	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
naissance	naissance	NOUN	O	O	O
du	de	ADP	O	O	O
grand	grand	ADJ	O	O	O
Corneille	corneille	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
MONTPELLIER	montpellier	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Faculté	faculté	PROPN	O	O	O
de	de	ADP	O	O	O
médecine	médecine	NOUN	O	O	O
et	et	CCONJ	O	O	O
eaux	eau	NOUN	O	O	O
-	-	PUNCT	O	O	O
de	de	PROPN	O	O	O
-	-	PUNCT	O	O	O
vie	vie	NOUN	O	O	O
également	également	ADV	O	O	O
renommées	renommer	VERB	O	O	O
.	.	PUNCT	O	O	O

—	—	VERB	O	O	O
ORLÉANS	orléans	PROPN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
A	avoir	AUX	O	O	O
donné	donner	VERB	O	O	O
son	son	DET	O	O	O
nom	nom	NOUN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
immortelle	immortelle	NOUN	O	O	O
Jeanne	jeanne	NOUN	O	O	O
d'	de	ADP	O	O	O
Arc	arc	PROPN	O	O	O
et	et	CCONJ	O	O	O
à	à	ADP	O	O	O
d'	de	DET	O	O	O
excellentes	excellente	NOUN	O	O	O
confitures	confiture	ADJ	O	O	O
de	de	ADP	O	O	O
coing	coing	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ainsi	ainsi	ADV	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
nos	notre	DET	O	O	O
cités	cité	NOUN	O	O	O
,	,	PUNCT	O	O	O
recommandées	recommander	VERB	O	O	O
tour	tour	NOUN	O	O	O
à	à	ADP	O	O	O
tour	tour	NOUN	O	O	O
par	par	ADP	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
pourrait	pouvoir	VERB	O	O	O
appeler	appeler	VERB	O	O	O
la	le	DET	O	O	O
réclame	réclame	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
science	science	NOUN	O	O	O
.	.	PUNCT	O	O	O

A	avoir	AUX	O	O	O
chacune	chacun	PRON	O	O	O
sa	son	DET	O	O	O
mention	mention	NOUN	O	O	O
.	.	PUNCT	O	O	O

Or	or	CCONJ	O	O	O
,	,	PUNCT	O	O	O
si	si	SCONJ	O	O	O
jamais	jamais	ADV	O	O	O
un	un	DET	O	O	O
savant	saver	VERB	O	O	O
consciencieux	consciencieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PROPN	O	O	O
ce	ce	PRON	O	O	O
dont	dont	PRON	O	O	O
le	le	DET	O	O	O
préserve	préserve	NOUN	O	O	O
le	le	DET	O	O	O
ciel	ciel	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PRON	O	O	O
était	être	AUX	O	O	O
chargé	charger	VERB	O	O	O
de	de	ADP	O	O	O
faire	faire	AUX	O	O	O
courir	courir	VERB	O	O	O
des	un	DET	O	O	O
bruits	bruit	NOUN	O	O	O
imprimés	imprimer	VERB	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
compte	compte	NOUN	O	O	O
des	de	ADP	O	O	O
cinq	cinq	NUM	O	O	O
parties	party	NOUN	O	O	O
du	de	ADP	O	O	O
monde	monde	NOUN	O	O	O
,	,	PUNCT	O	O	O
arrivé	arriver	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
article	article	NOUN	O	O	O
PARIS	paris	PROPN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
manquerait	manquer	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
se	se	PRON	O	O	O
conformer	conformer	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
usage	usage	NOUN	O	O	O
immuable	immuable	ADJ	O	O	O
des	de	ADP	O	O	O
géographes	géographe	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
ajouter	ajouter	VERB	O	O	O
:	:	PUNCT	O	O	O
—	—	PUNCT	O	O	O
Patrie	patrie	NOUN	O	O	O
de	de	ADP	O	O	O
