CHAPITRE	chapitre	NOUN	O	O	O
PREMIER	premier	ADJ	O	O	O
Le	le	DET	O	O	O
20	20	NUM	O	O	O
avril	avril	NOUN	O	O	O
1875	1875	NUM	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
certain	certain	ADJ	O	O	O
nombre	nombre	NOUN	O	O	O
de	de	ADP	O	O	O
gros	gros	ADJ	O	O	O
bourgeois	bourgeois	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
ville	ville	NOUN	O	O	O
se	se	PRON	O	O	O
trouvaient	trouver	VERB	O	O	O
réunis	réunir	VERB	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
salle	salle	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
auberge	auberge	NOUN	O	O	O
des	de	ADP	O	O	O
Trois	trois	PROPN	O	O	O
-	-	PROPN	O	O	O
Tulipes	tulipe	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
Haye	haye	PROPN	O	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
salle	salle	NOUN	O	O	O
,	,	PUNCT	O	O	O
spacieuse	spacieux	ADJ	O	O	O
et	et	CCONJ	O	O	O
bien	bien	ADV	O	O	O
éclairée	éclairer	VERB	O	O	O
,	,	PUNCT	O	O	O
était	être	AUX	O	O	O
ornée	orner	VERB	O	O	O
de	de	ADP	O	O	O
quelques	quelque	DET	O	O	O
tableaux	tableau	NOUN	O	O	O
de	de	ADP	O	O	O
maîtres	maître	NOUN	O	O	O
flamands	flamand	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
tenue	tenir	VERB	O	O	O
avec	avec	ADP	O	O	O
cette	ce	DET	O	O	O
propreté	propreté	NOUN	O	O	O
méticuleuse	méticuleux	ADJ	O	O	O
que	que	PRON	O	O	O
l	l	PRON	O	O	O
'	'	PRON	O	O	O
on	on	PRON	O	O	O
chercherait	chercher	VERB	O	O	O
vainement	vainement	ADV	O	O	O
ailleurs	ailleurs	ADV	O	O	O
qu	qu	SCONJ	O	O	O
'	'	PUNCT	O	O	O
en	en	ADP	O	O	O
Hollande	hollande	PROPN	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
était	être	AUX	O	O	O
affectée	affecter	VERB	O	O	O
spécialement	spécialement	ADV	O	O	O
aux	à	ADP	O	O	O
membres	membre	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
cercle	cercle	NOUN	O	O	O
où	où	PRON	O	O	O
