PREMIÈRE	premier	ADJ	O	O	O
PARTIE	partie	NOUN	O	O	O
L	l	DET	O	O	O
'	'	DET	O	O	O
ÉTENDARD	étendard	NOUN	O	O	O
DES	de	ADP	O	O	O
CINQ	cinq	NUM	O	O	O
CENTS	cent	NOUN	O	O	O
DIEUX	dieu	NOUN	O	O	O
-	-	PUNCT	O	O	O
-	-	PUNCT	O	O	O
-	-	PUNCT	O	O	O
I	i	NOUN	O	O	O
Le	le	DET	O	O	O
5	5	NUM	O	O	O
février	février	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
an	an	NOUN	O	O	O
19	19	NUM	O	O	O
...	...	PUNCT	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
avait	avoir	VERB	O	O	O
à	à	ADP	O	O	O
Paris	paris	PROPN	O	O	O
grande	grand	ADJ	O	O	O
émotion	émotion	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
Société	société	NOUN	O	O	O
de	de	ADP	O	O	O
géographie	géographie	NOUN	O	O	O
avait	avoir	AUX	O	O	O
convoqué	convoquer	VERB	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
réunion	réunion	NOUN	O	O	O
solennelle	solennel	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
midi	midi	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
grand	grand	ADJ	O	O	O
amphithéâtre	amphithéâtre	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Sorbonne	sorbonne	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
ban	ban	NOUN	O	O	O
et	et	CCONJ	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
arrière	arrière	NOUN	O	O	O
-	-	NOUN	O	O	O
ban	ban	NOUN	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
membres	membre	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
aussi	aussi	ADV	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
illustrations	illustration	NOUN	O	O	O
qui	qui	PRON	O	O	O
représentaient	représenter	VERB	O	O	O
le	le	DET	O	O	O
mouvement	mouvement	NOUN	O	O	O
nouveau	nouveau	ADJ	O	O	O
du	de	ADP	O	O	O
xxᵉ	xxᵉ	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
sait	savoir	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
ailleurs	ailleurs	ADV	O	O	O
que	que	SCONJ	O	O	O
depuis	depuis	ADP	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
traité	traité	NOUN	O	O	O
de	de	ADP	O	O	O
Paris	paris	PROPN	O	O	O
avait	avoir	AUX	O	O	O
restitué	restituer	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
les	le	DET	O	O	O
chères	cher	ADJ	O	O	O
provinces	province	NOUN	O	O	O
perdues	perdre	VERB	O	O	O
et	et	CCONJ	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
chute	chute	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Empire	empire	PROPN	O	O	O
Allemand	allemand	ADJ	O	O	O
avait	avoir	AUX	O	O	O
substitué	substituer	VERB	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
autocratie	autocratie	NOUN	O	O	O
des	de	ADP	O	O	O
Hohenzollern	hohenzollern	PROPN	O	O	O
le	le	DET	O	O	O
régime	régime	NOUN	O	O	O
républicain	républicain	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Confédération	confédération	NOUN	O	O	O
germanique	germanique	ADJ	O	O	O
,	,	PUNCT	O	O	O
notre	notre	DET	O	O	O
patrie	patrie	NOUN	O	O	O
,	,	PUNCT	O	O	O
délivrée	délivrer	VERB	O	O	O
des	de	ADP	O	O	O
charges	charge	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
angoisses	angoisse	NOUN	O	O	O
qui	qui	PRON	O	O	O
lui	luire	PRON	O	O	O
avaient	avoir	AUX	O	O	O
si	si	ADV	O	O	O
longtemps	longtemps	ADV	O	O	O
imposées	imposer	VERB	O	O	O
les	le	DET	O	O	O
armements	armement	NOUN	O	O	O
à	à	ADP	O	O	O
outrance	outrance	NOUN	O	O	O
,	,	PUNCT	O	O	O
avait	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
consacrer	consacrer	VERB	O	O	O
toutes	tout	ADJ	O	O	O
ses	son	DET	O	O	O
forces	force	NOUN	O	O	O
vives	vif	ADJ	O	O	O
aux	à	ADP	O	O	O
études	étude	NOUN	O	O	O
intellectuelles	intellectuel	ADJ	O	O	O
et	et	CCONJ	O	O	O
méritait	mériter	VERB	O	O	O
plus	plus	ADV	O	O	O
que	que	SCONJ	O	O	O
jamais	jamais	ADV	O	O	O
le	le	DET	O	O	O
nom	nom	NOUN	O	O	O
de	de	ADP	O	O	O
Cerveau	cerveau	NOUN	O	O	O
du	de	ADP	O	O	O
Monde	monde	NOUN	O	O	O
.	.	PUNCT	O	O	O

I	i	NOUN	O	O	O
Dans	dans	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
branches	branche	NOUN	O	O	O
du	de	ADP	O	O	O
savoir	savoir	NOUN	O	O	O
humain	humain	ADJ	O	O	O
,	,	PUNCT	O	O	O
elle	lui	PRON	O	O	O
avait	avoir	AUX	O	O	O
repris	reprendre	VERB	O	O	O
son	son	DET	O	O	O
rôle	rôle	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
avant	avant	NOUN	O	O	O
-	-	NOUN	O	O	O
garde	garde	NOUN	O	O	O
:	:	PUNCT	O	O	O
sa	son	DET	O	O	O
littérature	littérature	NOUN	O	O	O
,	,	PUNCT	O	O	O
dégagée	dégager	VERB	O	O	O
des	de	ADP	O	O	O
excès	excès	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
un	un	DET	O	O	O
naturalisme	naturalisme	NOUN	O	O	O
rabaissé	rabaisser	VERB	O	O	O
,	,	PUNCT	O	O	O
était	être	AUX	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
expression	expression	NOUN	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
parfaite	parfait	ADJ	O	O	O
des	de	ADP	O	O	O
idées	idée	NOUN	O	O	O
du	de	ADP	O	O	O
présent	présent	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
espérances	espérance	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
avenir	avenir	NOUN	O	O	O
.	.	PUNCT	O	O	O

Plus	plus	ADV	O	O	O
de	de	ADP	O	O	O
secousses	secousse	NOUN	O	O	O
à	à	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
intérieur	intérieur	NOUN	O	O	O
:	:	PUNCT	O	O	O
les	le	DET	O	O	O
Parlements	parlement	NOUN	O	O	O
se	se	PRON	O	O	O
consacraient	consacrer	VERB	O	O	O
tout	tout	ADV	O	O	O
entiers	entier	ADJ	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
réforme	réforme	NOUN	O	O	O
des	de	ADP	O	O	O
Codes	code	NOUN	O	O	O
et	et	CCONJ	O	O	O
aux	à	ADP	O	O	O
grandes	grand	ADJ	O	O	O
questions	question	NOUN	O	O	O
sociales	social	ADJ	O	O	O
dont	dont	PRON	O	O	O
dépend	dépendre	VERB	O	O	O
le	le	DET	O	O	O
bien	bien	NOUN	O	O	O
-	-	NOUN	O	O	O
être	être	NOUN	O	O	O
universel	universel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
classement	classement	NOUN	O	O	O
des	de	ADP	O	O	O
affaires	affaire	NOUN	O	O	O
financières	financier	ADJ	O	O	O
,	,	PUNCT	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
essor	essor	NOUN	O	O	O
pris	prendre	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
entreprises	entreprise	NOUN	O	O	O
industrielles	industriel	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
rénovation	rénovation	NOUN	O	O	O
de	de	ADP	O	O	O
nos	notre	DET	O	O	O
systèmes	système	NOUN	O	O	O
agronomiques	agronomique	ADJ	O	O	O
assuraient	assurer	VERB	O	O	O
au	au	ADP	O	O	O
pays	pays	NOUN	O	O	O
une	un	DET	O	O	O
prospérité	prospérité	NOUN	O	O	O
que	que	PRON	O	O	O
rien	rien	PRON	O	O	O
ne	ne	ADV	O	O	O
semblait	sembler	VERB	O	O	O
plus	plus	ADV	O	O	O
pouvoir	pouvoir	VERB	O	O	O
compromettre	compromettre	VERB	O	O	O
.	.	PUNCT	O	O	O

D	d	ADP	O	O	O
'	'	ADP	O	O	O
où	où	PRON	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
intérêt	intérêt	NOUN	O	O	O
naturel	naturel	ADJ	O	O	O
qui	qui	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
attachait	attacher	VERB	O	O	O
aux	à	ADP	O	O	O
nouvelles	nouveau	ADJ	O	O	O
découvertes	découverte	NOUN	O	O	O
,	,	PUNCT	O	O	O
surtout	surtout	ADV	O	O	O
,	,	PUNCT	O	O	O
lorsque	lorsque	SCONJ	O	O	O
comme	comme	ADP	O	O	O
celle	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
avait	avoir	AUX	O	O	O
été	être	AUX	O	O	O
récemment	récemment	ADV	O	O	O
annoncée	annoncer	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
presse	presse	NOUN	O	O	O
entière	entier	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
agissait	agir	VERB	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
application	application	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
électricité	électricité	NOUN	O	O	O
encore	encore	ADV	O	O	O
plus	plus	ADV	O	O	O
merveilleuse	merveilleux	ADJ	O	O	O
peut	pouvoir	ADV	O	O	O
-	-	ADV	O	O	O
être	être	AUX	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
télégraphe	télégraphe	NOUN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
téléphone	téléphone	NOUN	O	O	O
.	.	PUNCT	O	O	O

L	l	DET	O	O	O
'	'	DET	O	O	O
invention	invention	NOUN	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
qui	qui	PRON	O	O	O
passionnait	passionner	VERB	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
curiosités	curiosité	NOUN	O	O	O
et	et	CCONJ	O	O	O
dont	dont	PRON	O	O	O
on	on	PRON	O	O	O
attendait	attendre	VERB	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
une	un	DET	O	O	O
impatience	impatience	NOUN	O	O	O
quasi	quasi	ADV	O	O	O
fiévreuse	fiévreux	ADJ	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
démonstration	démonstration	NOUN	O	O	O
expérimentale	expérimental	ADJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
présentait	présenter	VERB	O	O	O
ce	ce	DET	O	O	O
caractère	caractère	NOUN	O	O	O
tout	tout	ADV	O	O	O
particulier	particulier	ADJ	O	O	O
qu	qu	SCONJ	O	O	O
'	'	SCONJ	O	O	O
elle	lui	PRON	O	O	O
était	être	AUX	O	O	O
due	devoir	ADJ	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
savant	savant	NOUN	O	O	O
en	en	ADP	O	O	O
us	us	NOUN	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
académicien	académicien	NOUN	O	O	O
chevronné	chevronné	ADJ	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
pas	pas	ADV	O	O	O
même	même	ADV	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
X	x	NOUN	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
Ecole	ecole	NOUN	O	O	O
polytechnique	polytechnique	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
c	c	PRON	O	O	O
'	'	PUNCT	O	O	O
était	être	AUX	O	O	O
à	à	ADP	O	O	O
n	ne	ADV	O	O	O
'	'	PUNCT	O	O	O
y	y	PRON	O	O	O
pas	pas	ADV	O	O	O
croire	croire	VERB	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
simple	simple	ADJ	O	O	O
poète	poète	NOUN	O	O	O
...	...	PUNCT	O	O	O
mon	mon	DET	O	O	O
Dieu	dieu	PROPN	O	O	O
,	,	PUNCT	O	O	O
oui	oui	ADV	O	O	O
!	!	PUNCT	O	O	O

Guy	guy	PROPN	O	O	O
de	de	ADP	O	O	O
Norès	norès	PROPN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
avait	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
encore	encore	PUNCT	O	O	O
trente	trente	PUNCT	O	O	O
ans	an	PUNCT	O	O	O
,	,	PUNCT	O	O	O
s	s	PUNCT	O	O	O
'	'	PUNCT	O	O	O
était	être	PUNCT	O	O	O
révélé	révéler	PUNCT	O	O	O
au	au	PUNCT	O	O	O
monde	monde	PUNCT	O	O	O
littéraire	littéraire	PUNCT	O	O	O
par	par	PUNCT	O	O	O
un	un	PUNCT	O	O	O
petit	petit	PUNCT	O	O	O
volume	volume	PUNCT	O	O	O
d	d	PUNCT	O	O	O
'	'	PUNCT	O	O	O
abord	abord	PUNCT	O	O	O
assez	assez	PUNCT	O	O	O
dédaigneusement	dédaigneusement	PUNCT	O	O	O
accueilli	accueillir	PUNCT	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
les	le	PUNCT	O	O	O
livres	livre	PUNCT	O	O	O
vrais	vrai	PUNCT	O	O	O
,	,	PUNCT	O	O	O
—	—	PUNCT	O	O	O
dont	dont	PUNCT	O	O	O
les	le	PUNCT	O	O	O
exemplaires	exemplaire	PUNCT	O	O	O
restaient	rester	PUNCT	O	O	O
tristement	tristement	PUNCT	O	O	O
alignés	aligner	PUNCT	O	O	O
sur	sur	PUNCT	O	O	O
les	le	PUNCT	O	O	O
tablettes	tablette	PUNCT	O	O	O
de	de	PUNCT	O	O	O
l	l	PUNCT	O	O	O
'	'	PUNCT	O	O	O
éditeur	éditeur	PUNCT	O	O	O
,	,	PUNCT	O	O	O
quand	quand	PUNCT	O	O	O
un	un	PUNCT	O	O	O
beau	beau	PUNCT	O	O	O
matin	matin	PUNCT	O	O	O
,	,	PUNCT	O	O	O
un	un	PUNCT	O	O	O
critique	critique	PUNCT	O	O	O
,	,	PUNCT	O	O	O
le	le	PUNCT	O	O	O
plus	plus	PUNCT	O	O	O
autorisé	autorisé	PUNCT	O	O	O
et	et	PUNCT	O	O	O
pour	pour	PUNCT	O	O	O
tout	tout	PUNCT	O	O	O
dire	dire	PUNCT	O	O	O
le	le	PUNCT	O	O	O
moins	moins	PUNCT	O	O	O
bienveillant	bienveillant	PUNCT	O	O	O
du	du	PUNCT	O	O	O
temps	temps	PUNCT	O	O	O
,	,	PUNCT	O	O	O
lui	luire	PUNCT	O	O	O
avait	avoir	PUNCT	O	O	O
consacré	consacrer	PUNCT	O	O	O
un	un	PUNCT	O	O	O
article	article	PUNCT	O	O	O
de	de	PUNCT	O	O	O
deux	deux	PUNCT	O	O	O
colonnes	colonne	PUNCT	O	O	O
concluant	concluant	PUNCT	O	O	O
ainsi	ainsi	PUNCT	O	O	O
:	:	PUNCT	O	O	O
«	«	PUNCT	O	O	O
Guy	guy	PROPN	O	O	O
de	de	ADP	O	O	O
Nordès	nordès	PROPN	O	O	O
est	être	AUX	O	O	O
