LE	le	DET	O	O	O
FORMIDABLE	formidable	ADJ	O	O	O
ÉVÉNEMENT	événement	NOUN	O	O	O
AVANT	avant	ADP	O	O	O
-	-	NOUN	O	O	O
PROPOS	propos	NOUN	O	O	O
Le	le	DET	O	O	O
formidable	formidable	ADJ	O	O	O
événement	événement	NOUN	O	O	O
du	de	ADP	O	O	O
4	4	NUM	O	O	O
juin	juin	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
les	le	DET	O	O	O
conséquences	conséquence	NOUN	O	O	O
agitent	agiter	VERB	O	O	O
de	de	ADP	O	O	O
façon	façon	NOUN	O	O	O
plus	plus	ADV	O	O	O
profonde	profond	ADJ	O	O	O
encore	encore	ADV	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
guerre	guerre	NOUN	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
rapports	rapport	NOUN	O	O	O
des	de	ADP	O	O	O
deux	deux	NUM	O	O	O
grandes	grand	ADJ	O	O	O
nations	nation	NOUN	O	O	O
occidentales	occidental	ADJ	O	O	O
,	,	PUNCT	O	O	O
a	avoir	AUX	O	O	O
suscité	susciter	VERB	O	O	O
depuis	depuis	ADP	O	O	O
cinquante	cinquante	NUM	O	O	O
ans	an	NOUN	O	O	O
une	un	DET	O	O	O
floraison	floraison	NOUN	O	O	O
de	de	ADP	O	O	O
livres	livre	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
mémoires	mémoire	NOUN	O	O	O
,	,	PUNCT	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
études	étude	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
relations	relation	NOUN	O	O	O
véridiques	véridique	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
récits	récit	NOUN	O	O	O
fabuleux	fabuleux	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
témoins	témoin	NOUN	O	O	O
ont	avoir	AUX	O	O	O
raconté	raconter	VERB	O	O	O
leurs	leur	DET	O	O	O
impressions	impression	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
journaux	journal	NOUN	O	O	O
ont	avoir	AUX	O	O	O
recueilli	recueillir	VERB	O	O	O
leurs	leur	DET	O	O	O
articles	article	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
hommes	homme	NOUN	O	O	O
de	de	ADP	O	O	O
science	science	NOUN	O	O	O
ont	avoir	AUX	O	O	O
publié	publier	VERB	O	O	O
leurs	leur	DET	O	O	O
travaux	travail	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
romanciers	romancier	NOUN	O	O	O
ont	avoir	AUX	O	O	O
imaginé	imaginer	VERB	O	O	O
des	un	DET	O	O	O
drames	drame	NOUN	O	O	O
inconnus	inconnu	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
poètes	poète	NOUN	O	O	O
ont	avoir	AUX	O	O	O
chanté	chanter	VERB	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
journée	journée	NOUN	O	O	O
tragique	tragique	ADJ	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
reste	reste	VERB	O	O	O
plus	plus	ADV	O	O	O
rien	rien	PRON	O	O	O
dans	dans	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
ombre	ombre	NOUN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
de	de	ADP	O	O	O
celles	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
la	le	PRON	O	O	O
préparèrent	préparer	VERB	O	O	O
