Chapitre	chapitre	NOUN	O	O	O
I	i	ADJ	O	O	O
Société	société	NOUN	O	O	O
Générale	général	ADJ	O	O	O
de	de	ADP	O	O	O
Crédit	crédit	NOUN	B-NOV	O	O
instructionnel	instructionnel	ADJ	I-NOV	O	O
Le	le	DET	O	O	O
13	13	NUM	O	O	O
août	août	NOUN	O	O	O
1960	1960	NUM	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
partie	partie	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
population	population	NOUN	O	O	O
parisienne	parisien	ADJ	O	O	O
se	se	PRON	O	O	O
portait	porter	VERB	O	O	O
aux	à	ADP	O	O	O
nombreuses	nombreux	ADJ	O	O	O
gares	gare	NOUN	O	O	O
du	de	ADP	O	O	O
chemin	chemin	NOUN	O	O	O
de	de	ADP	O	O	O
fer	fer	NOUN	O	O	O
métropolitain	métropolitain	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
se	se	PRON	O	O	O
dirigeait	diriger	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
embranchements	embranchement	NOUN	O	O	O
vers	vers	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
ancien	ancien	ADJ	O	O	O
emplacement	emplacement	NOUN	O	O	O
du	de	ADP	O	O	O
Champ	champ	PROPN	O	O	O
de	de	ADP	O	O	O
Mars	mars	PROPN	O	O	O
.	.	PUNCT	O	O	O

C	c	PRON	O	O	O
'	'	PRON	O	O	O
était	être	AUX	O	O	O
le	le	DET	O	O	O
jour	jour	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
distribution	distribution	NOUN	O	O	O
des	de	ADP	O	O	O
prix	prix	NOUN	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
Société	société	PROPN	O	O	O
Générale	général	ADJ	O	O	O
de	de	ADP	O	O	O
Crédit	crédit	NOUN	B-NOV	O	O
instructionnel	instructionnel	ADJ	I-NOV	O	O
,	,	PUNCT	O	O	O
vaste	vaste	ADJ	O	O	O
établissement	établissement	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
éducation	éducation	NOUN	O	O	O
publique	public	ADJ	O	O	O
.	.	PUNCT	O	O	O

Son	son	DET	O	O	O
Excellence	excellence	NOUN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
ministre	ministre	NOUN	O	O	O
des	de	ADP	O	O	O
Embellissements	embellissement	NOUN	O	O	O
de	de	ADP	O	O	O
Paris	paris	PROPN	O	O	O
,	,	PUNCT	O	O	O
devait	devoir	VERB	O	O	O
présider	présider	VERB	O	O	O
cette	ce	DET	O	O	O
solennité	solennité	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
Société	société	PROPN	O	O	O
Générale	général	ADJ	O	O	O
de	de	ADP	O	O	O
Crédit	crédit	NOUN	B-NOV	O	O
instructionnel	instructionnel	ADJ	I-NOV	O	O
répondait	répondre	VERB	O	O	O
parfaitement	parfaitement	ADV	O	O	O
aux	à	ADP	O	O	O
tendances	tendance	NOUN	O	O	O
industrielles	industriel	ADJ	O	O	O
du	de	ADP	O	O	O
siècle	siècle	NOUN	O	O	O
:	:	PUNCT	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
appelait	appeler	VERB	O	O	O
le	le	DET	O	O	O
Progrès	progrès	PROPN	O	O	O
,	,	PUNCT	O	O	O
1l	1l	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
cent	cent	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
avait	avoir	AUX	O	O	O
pris	prendre	VERB	O	O	O
d	d	DET	O	O	O
'	'	DET	O	O	O
immenses	immense	ADJ	O	O	O
développements	développement	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
monopole	monopole	NOUN	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
nec	nec	NOUN	O	O	O
plus	plus	ADV	O	O	O
ultra	ultra	ADV	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
perfection	perfection	NOUN	O	O	O
,	,	PUNCT	O	O	O
tenait	tenir	VERB	O	O	O
dans	dans	ADP	O	O	O
ses	son	DET	O	O	O
serres	serre	NOUN	O	O	O
le	le	DET	O	O	O
pays	pays	NOUN	O	O	O
tout	tout	ADV	O	O	O
entier	entier	ADJ	O	O	O
;	;	PUNCT	O	O	O
des	un	DET	O	O	O
sociétés	société	NOUN	O	O	O
se	se	PRON	O	O	O
multi	multi	VERB	O	O	O
-	-	VERB	O	O	O
plaient	plaier	VERB	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
fondaient	fondre	VERB	O	O	O
,	,	PUNCT	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
organisaient	organiser	VERB	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
eussent	avoir	VERB	O	O	O
bien	bien	ADV	O	O	O
étonné	étonner	VERB	O	O	O
nos	notre	DET	O	O	O
pères	père	NOUN	O	O	O
par	par	ADP	O	O	O
leurs	leur	DET	O	O	O
résultats	résultat	NOUN	O	O	O
inattendus	inattendu	ADJ	O	O	O
.	.	PUNCT	O	O	O

L	l	DET	O	O	O
'	'	DET	O	O	O
argent	argent	NOUN	O	O	O
ne	ne	ADV	O	O	O
manquait	manquer	VERB	O	O	O
pas	pas	ADV	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
instant	instant	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
faillit	faillir	VERB	O	O	O
être	être	AUX	O	O	O
inoccupé	inoccuper	VERB	O	O	O
,	,	PUNCT	O	O	O
lorsque	lorsque	SCONJ	O	O	O
les	le	DET	O	O	O
chemins	chemin	NOUN	O	O	O
de	de	ADP	O	O	O
fer	fer	NOUN	O	O	O
passèrent	passer	VERB	O	O	O
des	de	ADP	O	O	O
mains	main	NOUN	O	O	O
des	de	ADP	O	O	O
particuliers	particulier	NOUN	O	O	O
dans	dans	ADP	O	O	O
celles	celui	PRON	O	O	O
de	de	ADP	O	O	O
l	l	DET	O	O	O
'	'	DET	O	O	O
État	état	NOUN	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
avait	avoir	VERB	O	O	O
donc	donc	ADV	O	O	O
abondance	abondance	NOUN	O	O	O
de	de	ADP	O	O	O
capitaux	capital	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
plus	plus	ADV	O	O	O
encore	encore	ADV	O	O	O
de	de	ADP	O	O	O
capitalistes	capitaliste	NOUN	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
quête	quête	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
opérations	opération	NOUN	O	O	O
financières	financier	ADJ	O	O	O
,	,	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	PUNCT	O	O	O
affaires	affaire	NOUN	O	O	O
industrielles	industriel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Dès	dès	ADP	O	O	O
lors	lors	ADV	O	O	O
,	,	PUNCT	O	O	O
ne	ne	ADV	O	O	O
soyons	être	AUX	O	O	O
pas	pas	ADV	O	O	O
surpris	surprendre	VERB	O	O	O
de	de	ADP	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
eût	avoir	AUX	O	O	O
étonné	étonner	VERB	O	O	O
un	un	DET	O	O	O
parisien	parisien	NOUN	O	O	O
du	de	ADP	O	O	O
dix	dix	ADJ	O	O	O
-	-	NUM	O	O	O
neuvième	neuvième	ADJ	O	O	O
siècle	siècle	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
entre	entrer	ADP	O	O	O
autres	autre	ADJ	O	O	O
merveilles	merveille	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
cette	ce	DET	O	O	O
création	création	NOUN	O	O	O
du	de	ADP	O	O	O
Crédit	crédit	NOUN	B-NOV	O	O
instructionnel	instructionnel	ADJ	I-NOV	O	O
.	.	PUNCT	O	O	O

Cette	ce	DET	O	O	O
société	société	NOUN	O	O	O
fonctionnait	fonctionner	VERB	O	O	O
avec	avec	ADP	O	O	O
succès	succès	NOUN	O	O	O
depuis	depuis	ADP	O	O	O
une	un	DET	O	O	O
trentaine	trentaine	NOUN	O	O	O
