CHAPITRE	chapitre	NOUN	O	O	O
Ier	ier	ADJ	O	O	O

Correspondance	correspondance	NOUN	O	O	O
par	par	ADP	O	O	O
air	air	NOUN	O	O	O
et	et	CCONJ	O	O	O
par	par	ADP	O	O	O
eau	eau	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Le	le	DET	O	O	O
déchargement	déchargement	NOUN	O	O	O
du	de	ADP	O	O	O
navire	navire	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Première	premier	ADJ	O	O	O
discussion	discussion	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Brisement	brisement	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
banquise	banquise	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Projets	projet	NOUN	O	O	O
d'	de	ADP	O	O	O
hivernage	hivernage	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Exploration	exploration	NOUN	O	O	O
du	de	ADP	O	O	O
cap	cap	NOUN	O	O	O
aux	à	ADP	O	O	O
Ours	ours	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
Le	le	DET	O	O	O
glacier	glacier	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
La	le	DET	O	O	O
saxifrage	saxifrage	NOUN	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
L'	le	DET	O	O	O
ours	ours	NOUN	O	O	O
blanc	blanc	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
La	le	DET	O	O	O
balle	balle	NOUN	O	O	O
explosible	explosible	ADJ	O	O	O
.	.	PUNCT	O	O	O

—	—	PUNCT	O	O	O
La	le	DET	O	O	O
vallée	vallée	NOUN	O	O	O
aux	à	ADP	O	O	O
boeufs	boeuf	NOUN	O	O	O
musqués	musquer	VERB	O	O	O
