Je	je	PRON	O	O	O
suis	être	AUX	O	O	O
natif	natif	ADJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Gueldre	gueldre	PROPN	O	O	O
.	.	PUNCT	O	O	O

Notre	notre	DET	O	O	O
patrimoine	patrimoine	NOUN	O	O	O
se	se	PRON	O	O	O
réduit	réduire	VERB	O	O	O
à	à	ADP	O	O	O
quelques	quelque	DET	O	O	O
acres	acre	NOUN	O	O	O
de	de	ADP	O	O	O
bruyère	bruyère	NOUN	O	O	O
et	et	CCONJ	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
eau	eau	NOUN	O	O	O
jaune	jaune	ADJ	O	O	O
.	.	PUNCT	O	O	O

Des	un	DET	O	O	O
pins	pin	NOUN	O	O	O
croissent	croître	VERB	O	O	O
sur	sur	ADP	O	O	O
la	le	DET	O	O	O
bordure	bordure	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
frémissent	frémir	VERB	O	O	O
avec	avec	ADP	O	O	O
un	un	DET	O	O	O
bruit	bruit	NOUN	O	O	O
de	de	ADP	O	O	O
métal	métal	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
ferme	ferme	NOUN	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
a	avoir	VERB	O	O	O
plus	plus	ADV	O	O	O
que	que	ADV	O	O	O
de	de	DET	O	O	O
rares	rare	ADJ	O	O	O
chambres	chambre	NOUN	O	O	O
habitables	habitable	ADJ	O	O	O
,	,	PUNCT	O	O	O
meurt	mourir	VERB	O	O	O
,	,	PUNCT	O	O	O
pierre	pierre	NOUN	O	O	O
à	à	ADP	O	O	O
pierre	pierre	NOUN	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
solitude	solitude	NOUN	O	O	O
.	.	PUNCT	O	O	O

Nous	nous	PRON	O	O	O
sommes	être	AUX	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	DET	O	O	O
vieille	vieux	ADJ	O	O	O
famille	famille	NOUN	O	O	O
de	de	ADP	O	O	O
pasteurs	pasteur	NOUN	O	O	O
,	,	PUNCT	O	O	O
jadis	jadis	ADV	O	O	O
nombreuse	nombreux	ADJ	O	O	O
,	,	PUNCT	O	O	O
maintenant	maintenant	ADV	O	O	O
réduite	réduire	VERB	O	O	O
à	à	ADP	O	O	O
;	;	PUNCT	O	O	O
mes	mon	DET	O	O	O
parents	parent	NOUN	O	O	O
,	,	PUNCT	O	O	O
ma	mon	DET	O	O	O
soeur	soeur	NOUN	O	O	O
et	et	CCONJ	O	O	O
moi	moi	PRON	O	O	O
-	-	PRON	O	O	O
même	même	PRON	O	O	O
.	.	PUNCT	O	O	O

Ma	mon	DET	O	O	O
destinée	destinée	NOUN	O	O	O
,	,	PUNCT	O	O	O
assez	assez	ADV	O	O	O
lugubre	lugubre	ADJ	O	O	O
au	au	ADP	O	O	O
début	début	NOUN	O	O	O
,	,	PUNCT	O	O	O
est	être	AUX	O	O	O
devenue	devenir	VERB	O	O	O
la	le	DET	O	O	O
plus	plus	ADV	O	O	O
belle	bel	ADJ	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
connaisse	connaître	VERB	O	O	O
j	j	PRON	O	O	O
'	'	PRON	O	O	O
ai	avoir	AUX	O	O	O
