I	i	NOUN	O	O	O
ÉLÉAZAR	éléazar	PROPN	O	O	O
SCHIDERMANN	schidermann	PROPN	O	O	O
Du	de	ADP	O	O	O
temps	temps	NOUN	O	O	O
où	où	PRON	O	O	O
je	je	PRON	O	O	O
demeurais	demeurer	VERB	O	O	O
rue	rue	NOUN	O	O	O
M	m	NOUN	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
dernier	dernier	ADJ	O	O	O
étage	étage	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
une	un	PRON	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
hautes	haut	ADJ	O	O	O
maisons	maison	NOUN	O	O	O
qui	qui	PRON	O	O	O
n	ne	ADV	O	O	O
'	'	ADV	O	O	O
en	en	PRON	O	O	O
finissent	finir	VERB	O	O	O
plus	plus	ADV	O	O	O
et	et	CCONJ	O	O	O
dans	dans	ADP	O	O	O
lesquelles	lequel	PRON	O	O	O
les	le	DET	O	O	O
Parisiens	parisien	NOUN	O	O	O
s	s	PRON	O	O	O
'	'	PRON	O	O	O
échelonnent	échelonner	VERB	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
uns	un	PRON	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
autres	autre	PRON	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
couches	couche	NOUN	O	O	O
sociales	social	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
riches	riche	NOUN	O	O	O
en	en	ADP	O	O	O
dessous	dessous	NOUN	O	O	O
et	et	CCONJ	O	O	O
les	le	DET	O	O	O
pauvres	pauvre	NOUN	O	O	O
par	par	ADP	O	O	O
-	-	PRON	O	O	O
dessus	dessus	PRON	O	O	O
,	,	PUNCT	O	O	O
j	j	PRON	O	O	O
'	'	PUNCT	O	O	O
avais	avoir	VERB	O	O	O
un	un	DET	O	O	O
voisin	voisin	NOUN	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
allures	allure	NOUN	O	O	O
assez	assez	ADV	O	O	O
étranges	étrange	ADJ	O	O	O
et	et	CCONJ	O	O	O
je	je	PRON	O	O	O
vais	aller	VERB	O	O	O
essayer	essayer	VERB	O	O	O
de	de	ADP	O	O	O
rendre	rendre	VERB	O	O	O
compte	compte	NOUN	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
physionomie	physionomie	NOUN	O	O	O
:	:	PUNCT	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
excessivement	excessivement	ADV	O	O	O
maigre	maigre	ADJ	O	O	O
,	,	PUNCT	O	O	O
si	si	ADV	O	O	O
maigre	maigre	ADJ	O	O	O
que	que	SCONJ	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
jours	jour	NOUN	O	O	O
d	d	ADP	O	O	O
'	'	ADP	O	O	O
été	été	NOUN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
eût	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
voir	voir	VERB	O	O	O
un	un	DET	O	O	O
rayon	rayon	NOUN	O	O	O
de	de	ADP	O	O	O
soleil	soleil	NOUN	O	O	O
filtrer	filtrer	VERB	O	O	O
au	au	ADP	O	O	O
travers	travers	NOUN	O	O	O
de	de	ADP	O	O	O
son	son	DET	O	O	O
corps	corps	NOUN	O	O	O
et	et	CCONJ	O	O	O
