Le	O
11	O
mars	O
1913	O
,	O
un	O
ami	O
américain	O
m'adressait	O
le	O
billet	O
suivant	O
:	O
«	O
Avez	O
-	O
vous	O
cédé	O
à	O
un	O
écrivain	O
anglais	O
–	O
et	O
des	O
plus	O
célèbres	O
–	O
le	O
droit	O
de	O
refaire	O
votre	O
roman	O
qui	O
paraît	O
actuellement	O
dans	O
Je	O
sais	O
tout	O
;	O
lui	O
avez	O
-	O
vous	O
donné	O
le	O
droit	O
de	O
prendre	O
la	O
thèse	O
et	O
les	O
détails	O
,	O
comme	O
le	O
trouble	O
des	O
lignes	O
du	O
spectre	O
,	O
l'excitation	O
des	O
populations	O
,	O
les	O
discussions	O
sur	O
une	O
anomalie	O
possible	O
de	O
l'éther	O
,	O
l'empoisonnement	O
de	O
l'humanité	O
–	O
tout	O
?	O
«	O
Le	O
célèbre	O
écrivain	O
anglais	O
publie	O
cela	O
en	O
ce	O
moment	O
sans	O
vous	O
nommer	O
,	O
sans	O
aucune	O
référence	O
à	O
Rosny	B-PER
Aîné	I-PER
,	O
en	O
plaçant	O
la	O
scène	O
en	O
Angleterre	B-LOC
.	O
»	O
À	O
la	O
suite	O
de	O
cette	O
lettre	O
,	O
je	O
parcourus	O
le	O
numéro	O
du	O
Strand	O
Magazine	O
,	O
où	O
mon	O
confrère	O
britannique	O
,	O
M.	B-PER
Conan	I-PER
Doyle	I-PER
,	O
commençait	O
la	O
publication	O
d'un	O
roman	O
intitulé	O
:	O
The	O
Poison	O
Belt	O
.	O
Effectivement	O
,	O
il	O
y	O
avait	O
entre	O
le	O
thème	O
de	O
son	O
récit	O
et	O
le	O
thème	O
du	O
mien	O
des	O
coïncidences	O
fâcheuses	O
,	O
entre	O
autres	O
le	O
trouble	O
de	O
la	O
lumière	O
,	O
les	O
phases	O
d'exaltation	O
et	O
de	O
dépression	O
des	O
hommes	O
,	O
etc	O
.	O
–	O
coïncidences	O
qui	O
apparaîtront	O
clairement	O
à	O
tout	O
lecteur	O
des	O
deux	O
oeuvres	O
.	O
J'avoue	O
que	O
je	O
ne	O
pus	O
,	O
vu	O
l'extrême	O
particularité	O
de	O
la	O
thèse	O
,	O
refréner	O
quelques	O
soupçons	O
,	O
d'autant	O
plus	O
que	O
,	O
en	O
Angleterre	B-LOC
,	O
il	O
arrive	O
assez	O
fréquemment	O
que	O
des	O
écrivains	O
achètent	O
une	O
idée	O
,	O
qu'ils	O
exploitent	O
ensuite	O
à	O
leur	O
guise	O
:	O
quelqu'un	O
avait	O
pu	O
proposer	O
mon	O
sujet	O
à	O
M.	B-PER
Conan	I-PER
Doyle	I-PER
.	O
Certes	O
,	O
une	O
coïncidence	O
est	O
toujours	O
possible	O
et	O
,	O
pour	O
mon	O
compte	O
,	O
je	O
suis	O
enclin	O
à	O
une	O
large	O
confiance	O
.	O
Ainsi	O
,	O
j'ai	O
toujours	O
été	O
persuadé	O
que	O
Wells	B-PER
n'avait	O
pas	O
lu	O
mes	O
Xipéhuz	O
,	O
ma	O
Légende	O
sceptique	O
,	O
mon	O
Cataclysme	O
,	O
qui	O
parurent	O
bien	O
avant	O
ses	O
beaux	O
récits	O
.	O
C'est	O
qu'il	O
y	O
a	O
dans	O
Wells	B-LOC
je	O
ne	O
sais	O
quel	O
sceau	O
personnel	O
,	O
qui	O
manque	O
à	O
M.	B-PER
Conan	I-PER
Doyle	I-PER
.	O
N'importe	O
,	O
mon	O
but	O
n'est	O
pas	O
de	O
réclamer	O
.	O
Je	O
tiens	O
pour	O
possible	O
une	O
rencontre	O
d'idées	O
entre	O
M.	B-PER
Conan	I-PER
Doyle	I-PER
et	O
moi	O
;	O
mais	O
comme	O
je	O
sais	O
,	O
par	O
une	O
expérience	O
déjà	O
longue	O
,	O
qu'on	O
est	O
souvent	O
accusé	O
de	O
suivre	O
ceux	O
qui	O
vous	O
suivent	O
,	O
j'estime	O
utile	O
de	O
prendre	O
date	O
et	O
de	O
faire	O
remarquer	O
que	O
Je	O
sais	O
tout	O
avait	O
fait	O
paraître	O
les	O
deux	O
premières	O
parties	O
de	O
La	O
Force	O
mystérieuse	O
quand	O
The	O
Poison	O
Belt	O
commença	O
à	O
paraître	O
dans	O
le	O
Strand	O
Magazine	O
.	O
L'image	O
de	O
Georges	B-PER
Meyral	I-PER
semblait	O
traversée	O
de	O
zones	O
brumeuses	O
qui	O
tantôt	O
se	O
rétractaient	O
et	O
tantôt	O
s'élargissaient	O
–	O
faiblement	O
;	O
elle	O
apparaissait	O
moins	O
lumineuse	O
qu'elle	O
n'aurait	O
dû	O
l'être	O
:	O
–	O
C'est	O
inadmissible	O
!	O
grommela	O
le	O
jeune	O
homme	O
.	O
Les	O
deux	O
lampes	O
électriques	O
,	O
après	O
examen	O
,	O
se	O
révélèrent	O
normales	O
,	O
et	O
le	O
miroir	O
fut	O
essuyé	O
.	O
Le	O
phénomène	O
persistait	O
.	O
Il	O
persista	O
encore	O
quand	O
Meyral	B-PER
eut	O
remplacé	O
successivement	O
les	O
lampes	O
:	O
–	O
Il	O
est	O
arrivé	O
quelque	O
chose	O
au	O
miroir	O
,	O
à	O
l'électricité	O
ou	O
à	O
moi	O
-	O
même	O
.	O
Une	O
glace	O
à	O
main	O
révéla	O
des	O
singularités	O
identiques	O
:	O
par	O
suite	O
,	O
le	O
miroir	O
était	O
sans	O
reproche	O
.	O
Pour	O
mettre	O
sa	O
propre	O
vision	O
hors	O
de	O
cause	O
,	O
Georges	B-PER
appela	O
sa	O
bonne	O
à	O
tout	O
faire	O
.	O
Cette	O
créature	O
hagarde	O
,	O
à	O
la	O
face	O
rôtie	O
et	O
aux	O
yeux	O
de	O
pirate	O
,	O
vint	O
examiner	O
sa	O
propre	O
image	O
.	O
D'abord	O
,	O
elle	O
ne	O
remarqua	O
rien	O
,	O
car	O
elle	O
avait	O
presque	O
perdu	O
le	O
sens	O
de	O
la	O
coquetterie	O
,	O
puis	O
,	O
sans	O
avoir	O
subi	O
aucune	O
suggestion	O
,	O
elle	O
déclara	O
:	O
–	O
On	O
dirait	O
qu	O
'	O
y	O
a	O
des	O
raies	O
et	O
puis	O
une	O
petite	O
vapeur	O
.	O
–	O
Mes	O
yeux	O
sont	O
innocents	O
!	O
grommela	O
Meyral…	O
Marianne	B-PER
,	O
apportez	O
-	O
moi	O
une	O
bougie	O
.	O
Deux	O
minutes	O
plus	O
tard	O
,	O
à	O
la	O
lueur	O
de	O
la	O
bougie	O
,	O
le	O
phénomène	O
se	O
confirmait	O
,	O
aggravé	O
par	O
un	O
épaississement	O
des	O
zones	O
;	O
il	O
se	O
reproduisit	O
dans	O
les	O
diverses	O
pièces	O
du	O
logis	O
et	O
encore	O
dans	O
l'escalier	O
,	O
éclairé	O
au	O
gaz	O
.	O
Ainsi	O
ni	O
l'électricité	O
,	O
ni	O
la	O
glace	O
,	O
ni	O
les	O
yeux	O
de	O
Meyral	B-PER
ne	O
pouvaient	O
être	O
soupçonnés	O
de	O
quelque	O
anomalie	O
qui	O
leur	O
fût	O
particulière	O
.	O
Il	O
fallait	O
recourir	O
à	O
des	O
conjectures	O
plus	O
générales	O
.	O
Elles	O
affluaient	O
.	O
Il	O
était	O
logique	O
de	O
songer	O
d'abord	O
à	O
une	O
singularité	O
de	O
la	O
lumière	O
.	O
Mais	O
qu'est	O
-	O
ce	O
qui	O
prouvait	O
que	O
la	O
perturbation	O
ne	O
s'étendait	O
pas	O
à	O
l'ensemble	O
du	O
milieu	O
?	O
Et	O
où	O
s'arrêtait	O
ce	O
milieu	O
?	O
Ce	O
pouvait	O
être	O
la	O
maison	O
,	O
la	O
rue	O
,	O
le	O
faubourg	O
,	O
la	O
ville	O
entière	O
,	O
la	B-LOC
France	I-LOC
,	O
l'Europe…	O
Meyral	B-PER
tomba	O
dans	O
une	O
rêverie	O
passionnée	O
.	O
C'était	O
un	O
homme	O
de	O
trente	O
-	O
cinq	O
ans	O
,	O
de	O
la	O
race	O
des	O
hommes	O
maigres	O
et	O
musclés	O
.	O
Les	O
yeux	O
empêchaient	O
d'abord	O
de	O
remarquer	O
le	O
visage	O
:	O
ces	O
yeux	O
,	O
couleur	O
béryl	O
,	O
étoilés	O
d'ambre	O
,	O
étaient	O
vigilants	O
mais	O
distraits	O
,	O
et	O
passaient	O
d'une	O
confiance	O
excessive	O
à	O
l'inquiétude	O
ou	O
au	O
soupçon	O
.	O
Sa	O
bouche	O
écarlate	O
annonçait	O
une	O
âme	O
d'enfant	O
,	O
le	O
front	O
se	O
noyait	O
dans	O
une	O
chevelure	O
en	O
flocons	O
et	O
en	O
spirales	O
,	O
qui	O
n'obéissait	O
qu	O
'	O
à	O
la	O
brosse	O
métallique	O
.	O
Meyral	B-PER
était	O
de	O
ces	O
savants	O
pour	O
qui	O
le	O
laboratoire	O
est	O
un	O
champ	O
de	O
guerre	O
.	O
Grisé	O
par	O
le	O
monde	O
corpusculaire	O
,	O
par	O
les	O
profondeurs	O
du	O
«	O
sous	O
-	O
sol	O
»	O
,	O
il	O
cherchait	O
la	O
Genèse	O
dans	O
des	O
mélanges	O
hasardeux	O
,	O
au	O
sein	O
de	O
l'évolution	O
sauvage	O
et	O
brumeuse	O
des	O
colloïdes	O
.	O
L'anomalie	O
qu'il	O
venait	O
de	O
surprendre	O
le	O
plongeait	O
dans	O
une	O
de	O
ces	O
crises	O
d'exaltation	O
où	O
il	O
croyait	O
entrevoir	O
«	O
les	O
autres	O
plans	O
de	O
l'existence	O
»	O
.	O
Cependant	O
,	O
l'heure	O
le	O
pressait	O
.	O
Il	O
devait	O
rendre	O
visite	O
à	O
Gérard	B-PER
Langre	I-PER
,	O
son	O
maître	O
,	O
qu'il	O
admirait	O
par	O
-	O
dessus	O
tous	O
les	O
hommes	O
.	O
Il	O
acheva	O
sa	O
toilette	O
et	O
n'oublia	O
pas	O
d'emporter	O
un	O
miroir	O
de	O
poche	O
.	O
Trois	O
fois	O
,	O
il	O
s'arrêta	O
devant	O
des	O
glaces	O
pour	O
y	O
contempler	O
son	O
image	O
.	O
Tandis	O
qu'il	O
s'examinait	O
,	O
près	O
de	O
la	B-LOC
chemiserie	I-LOC
Revelle	I-LOC
,	O
une	O
voix	O
de	O
cristal	O
fêlé	O
l'interpella	O
:	O
–	O
Tu	O
te	O
trouves	O
beau	O
,	O
mon	O
mignon	O
?	O
Il	O
aperçut	O
une	O
jeune	O
personne	O
,	O
aux	O
yeux	O
ensemble	O
gouailleurs	O
et	O
pathétiques	O
:	O
–	O
Ce	O
n'est	O
pas	O
moi	O
que	O
je	O
regarde	O
!	O
fit	O
-	O
il	O
distraitement	O
.	O
–	O
Ah	O
!	O
bien	O
,	O
s'esclaffa	O
-	O
t	O
-	O
elle…	O
C'est	O
ton	O
père	O
?	O
–	O
Le	O
phénomène	O
persiste	O
!	O
–	O
J'te	O
crois	O
qu	O
'	O
y	O
persiste	O
!	O
Est	O
-	O
ce	O
qu	O
'	O
y	O
paie	O
une	O
bleue	O
,	O
le	O
phénomène	O
?	O
Meyral	B-PER
se	O
mit	O
à	O
rire	O
:	O
–	O
Je	O
paie	O
une	O
bleue	O
,	O
si	O
vous	O
voulez	O
vous	O
regarder	O
attentivement	O
dans	O
cette	O
glace	O
et	O
dire	O
ce	O
que	O
vous	O
voyez	O
.	O
Elle	O
le	O
considérait	O
avec	O
effarement	O
:	O
–	O
Il	O
est	O
louf	O
!	O
Sachant	O
qu'il	O
faut	O
déférer	O
aux	O
manies	O
des	O
fous	O
,	O
elle	O
obéit	O
de	O
bonne	O
grâce	O
:	O
–	O
V'la	O
,	O
je	O
me	O
reluque	O
!	O
–	O
Faites	O
bien	O
attention	O
.	O
Elle	O
y	O
mit	O
de	O
la	O
bonne	O
volonté	O
