CHAPITRE	chapitre	NOUN	O	O	O
PREMIER	premier	ADJ	O	O	O
LE	le	DET	O	O	O
DÉSERT	désert	NOUN	O	O	O
INTERSIDÉRAL	intersidéral	ADJ	O	O	O

Durant	durer	ADP	O	O	O
un	un	DET	O	O	O
long	long	ADJ	O	O	O
moment	moment	NOUN	O	O	O
,	,	PUNCT	O	O	O
Mickhaïl	mickhaïl	PROPN	O	O	O
Ossipoff	ossipoff	PROPN	O	O	O
demeura	demeurer	VERB	O	O	O
immobile	immobile	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
yeux	oeil	NOUN	O	O	O
attachés	attacher	VERB	O	O	O
,	,	PUNCT	O	O	O
démesurément	démesurément	ADV	O	O	O
ouverts	ouvert	ADJ	O	O	O
,	,	PUNCT	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
leviers	levier	NOUN	O	O	O
que	que	PRON	O	O	O
ses	son	DET	O	O	O
mains	main	NOUN	O	O	O
avaient	avoir	AUX	O	O	O
abandonnés	abandonner	VERB	O	O	O
;	;	PUNCT	O	O	O

il	il	PRON	O	O	O
était	être	AUX	O	O	O
en	en	ADP	O	O	O
proie	proie	NOUN	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
sorte	sorte	NOUN	O	O	O
d'	de	ADP	O	O	O
hallucination	hallucination	NOUN	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
demandant	demander	VERB	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
était	être	AUX	O	O	O
bien	bien	ADV	O	O	O
vrai	vrai	ADJ	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
eût	avoir	AUX	O	O	O
fait	faire	VERB	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
venait	venir	VERB	O	O	O
de	de	ADP	O	O	O
faire	faire	VERB	O	O	O
,	,	PUNCT	O	O	O
se	se	PRON	O	O	O
refusant	refuser	VERB	O	O	O
à	à	ADP	O	O	O
croire	croire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
fût	être	AUX	O	O	O
véritablement	véritablement	ADV	O	O	O
rendu	rendre	VERB	O	O	O
coupable	coupable	ADJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
infâme	infâme	ADJ	O	O	O
trahison	trahison	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
avait	avoir	AUX	O	O	O
commise	commettre	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
