─	─	ADP	O	O	O
─	─	NOUN	O	O	O
─	─	NOUN	O	O	O
─	─	PRON	O	O	O
─	─	NOUN	O	O	O
─	─	NOUN	O	O	O
─	─	NOUN	O	O	O
PREMIÈRE	premier	ADJ	O	O	O
PARTIE	partie	NOUN	O	O	O

─	─	ADP	O	O	O
─	─	NOUN	O	O	O
─	─	NOUN	O	O	O
─	─	PRON	O	O	O
─	─	PRON	O	O	O
─	─	NOUN	O	O	O
─	─	PUNCT	O	O	O

CHAPITRE	chapitre	NOUN	O	O	O
PREMIER	premier	ADJ	O	O	O

On	on	PRON	O	O	O
se	se	PRON	O	O	O
fie	fier	VERB	O	O	O
rarement	rarement	ADV	O	O	O
aux	à	ADP	O	O	O
récits	récit	NOUN	O	O	O
des	de	ADP	O	O	O
voyageurs	voyageur	NOUN	O	O	O
:	:	PUNCT	O	O	O
c'	ce	PRON	O	O	O
est	être	AUX	O	O	O
un	un	DET	O	O	O
soupçon	soupçon	NOUN	O	O	O
commode	commode	ADJ	O	O	O
,	,	PUNCT	O	O	O
qui	qui	PRON	O	O	O
dispense	dispense	VERB	O	O	O
d'	de	ADP	O	O	O
étudier	étudier	VERB	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
lancer	lancer	VERB	O	O	O
des	un	DET	O	O	O
pierres	pierre	NOUN	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
étangs	étang	NOUN	O	O	O
mornes	morne	ADJ	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
esprit	esprit	NOUN	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
n'	ne	ADV	O	O	O
essayerai	essayer	VERB	O	O	O
-	-	PRON	O	O	O
je	je	PRON	O	O	O
pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
convaincre	convaincre	VERB	O	O	O
un	un	DET	O	O	O
lecteur	lecteur	NOUN	O	O	O
trop	trop	ADV	O	O	O
rétif	rétif	ADJ	O	O	O
.	.	PUNCT	O	O	O

S'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
pense	penser	VERB	O	O	O
ce	ce	DET	O	O	O
livre	livre	NOUN	O	O	O
mensonger	mensonger	ADJ	O	O	O
,	,	PUNCT	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
le	le	PRON	O	O	O
ferme	ferme	VERB	O	O	O
et	et	CCONJ	O	O	O
le	le	PRON	O	O	O
jette	jeter	VERB	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
parle	parler	VERB	O	O	O
pour	pour	ADP	O	O	O
les	le	DET	O	O	O
autres	autre	ADJ	O	O	O
,	,	PUNCT	O	O	O
ceux	celui	PRON	O	O	O
qui	qui	PRON	O	O	O
ont	avoir	VERB	O	O	O
confiance	confiance	NOUN	O	O	O
et	et	CCONJ	O	O	O
cherchent	chercher	VERB	O	O	O
à	à	ADP	O	O	O
s'	se	PRON	O	O	O
instruire	instruire	VERB	O	O	O
.	.	PUNCT	O	O	O

Je	je	PRON	O	O	O
m'	me	PRON	O	O	O
appelle	appeler	VERB	O	O	O
Félix	félix	PROPN	O	O	O
Canelon	canelon	PROPN	O	O	O
.	.	PUNCT	O	O	O

Si	si	SCONJ	O	O	O
je	je	PRON	O	O	O
m'	me	PRON	O	O	O
observe	observer	VERB	O	O	O
au	au	ADP	O	O	O
miroir	miroir	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
retrouve	retrouver	VERB	O	O	O
sans	sans	ADP	O	O	O
trop	trop	ADV	O	O	O
de	de	ADP	O	O	O
peine	peine	NOUN	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
le	le	DET	O	O	O
vieillard	vieillard	NOUN	O	O	O
d'	de	ADP	O	O	O
aujourd'hui	aujourd'hui	ADV	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
jeune	jeune	ADJ	O	O	O
homme	homme	NOUN	O	O	O
que	que	PRON	O	O	O
j'	je	PRON	O	O	O
aimais	aimer	VERB	O	O	O
tant	tant	ADV	O	O	O
,	,	PUNCT	O	O	O
aux	à	ADP	O	O	O
regards	regard	NOUN	O	O	O
vifs	vif	ADJ	O	O	O
,	,	PUNCT	O	O	O
au	au	ADP	O	O	O
nez	nez	NOUN	O	O	O
busqué	busquer	VERB	O	O	O
,	,	PUNCT	O	O	O
aventureux	aventureux	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
inquiète	inquiet	ADJ	O	O	O
mais	mais	CCONJ	O	O	O
ardente	ardent	ADJ	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
ai	avoir	VERB	O	O	O
maintenant	maintenant	ADV	O	O	O
cent	cent	NUM	O	O	O
cinq	cinq	NUM	O	O	O
ans	an	NOUN	O	O	O
,	,	PUNCT	O	O	O
bon	bon	ADJ	O	O	O
pied	pied	NOUN	O	O	O
,	,	PUNCT	O	O	O
bon	bon	ADJ	O	O	O
oeil	oeil	NOUN	O	O	O
,	,	PUNCT	O	O	O
excellent	excellent	ADJ	O	O	O
estomac	estomac	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
femme	femme	NOUN	O	O	O
adorée	adorer	VERB	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
enfants	enfant	NOUN	O	O	O
septuagénaires	septuagénaire	ADJ	O	O	O
,	,	PUNCT	O	O	O
cinq	cinq	NUM	O	O	O
petits	petit	ADJ	O	O	O
-	-	NOUN	O	O	O
fils	fils	NOUN	O	O	O
et	et	CCONJ	O	O	O
petites	petit	ADJ	O	O	O
-	-	NOUN	O	O	O
filles	fille	NOUN	O	O	O
et	et	CCONJ	O	O	O
douze	douze	NUM	O	O	O
arrière	arrière	NOUN	O	O	O
-	-	NOUN	O	O	O
bambins	bambin	NOUN	O	O	O
qui	qui	PRON	O	O	O
font	faire	VERB	O	O	O
ma	mon	DET	O	O	O
joie	joie	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
sont	être	AUX	O	O	O
conditions	condition	NOUN	O	O	O
d'	de	ADP	O	O	O
optimisme	optimisme	NOUN	O	O	O
nécessaires	nécessaire	ADJ	O	O	O
à	à	ADP	O	O	O
qui	qui	PRON	O	O	O
veut	vouloir	VERB	O	O	O
raconter	raconter	VERB	O	O	O
sans	sans	ADP	O	O	O
fiel	fiel	NOUN	O	O	O
des	un	DET	O	O	O
aventures	aventure	NOUN	O	O	O
passées	passer	VERB	O	O	O
et	et	CCONJ	O	O	O
douloureuses	douloureux	ADJ	O	O	O
,	,	PUNCT	O	O	O
car	car	CCONJ	O	O	O
le	le	DET	O	O	O
défaut	défaut	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
sortes	sorte	NOUN	O	O	O
d'	de	ADP	O	O	O
entreprises	entreprise	NOUN	O	O	O
est	être	VERB	O	O	O
souvent	souvent	ADV	O	O	O
de	de	ADP	O	O	O
teindre	teindre	VERB	O	O	O
de	de	DET	O	O	O
vieux	vieux	ADJ	O	O	O
événements	événement	NOUN	O	O	O
avec	avec	ADP	O	O	O
une	un	DET	O	O	O
bile	bile	NOUN	O	O	O
récente	récent	ADJ	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
n'	ne	ADV	O	O	O
attribuera	attribuer	VERB	O	O	O
donc	donc	ADV	O	O	O
ma	mon	DET	O	O	O
vivacité	vivacité	NOUN	O	O	O
qu'	que	ADV	O	O	O
à	à	ADP	O	O	O
celle	celui	PRON	O	O	O
de	de	ADP	O	O	O
mes	mon	DET	O	O	O
souvenirs	souvenir	NOUN	O	O	O
.	.	PUNCT	O	O	O

Pour	pour	ADP	O	O	O
quelques	quelque	DET	O	O	O
heures	heure	NOUN	O	O	O
,	,	PUNCT	O	O	O
la	le	DET	O	O	O
fièvre	fièvre	NOUN	O	O	O
de	de	ADP	O	O	O
mon	mon	DET	O	O	O
adolescence	adolescence	NOUN	O	O	O
va	aller	VERB	O	O	O
renaître	renaître	VERB	O	O	O
.	.	PUNCT	O	O	O

Qu'	que	SCONJ	O	O	O
elle	lui	PRON	O	O	O
soit	être	AUX	O	O	O
la	le	DET	O	O	O
bienvenue	bienvenue	NOUN	O	O	O
!	!	PUNCT	O	O	O

J'	je	PRON	O	O	O
étais	être	AUX	O	O	O
un	un	DET	O	O	O
solide	solide	ADJ	O	O	O
gas	ga	NOUN	O	O	O
de	de	ADP	O	O	O
dix	dix	NUM	O	O	O
-	-	NUM	O	O	O
sept	sept	NUM	O	O	O
ans	an	NOUN	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
habitais	habiter	VERB	O	O	O
avec	avec	ADP	O	O	O
les	le	DET	O	O	O
miens	mien	PROPN	O	O	O
une	un	DET	O	O	O
chère	cher	ADJ	O	O	O
petite	petit	ADJ	O	O	O
maison	maison	NOUN	O	O	O
,	,	PUNCT	O	O	O
près	près	ADV	O	O	O
des	de	ADP	O	O	O
faubourgs	faubourg	NOUN	O	O	O
tumultueux	tumultueux	ADJ	O	O	O
et	et	CCONJ	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
mer	mer	NOUN	O	O	O
bruissante	bruissant	ADJ	O	O	O
.	.	PUNCT	O	O	O

J'	je	PRON	O	O	O
avais	avoir	AUX	O	O	O
reçu	recevoir	VERB	O	O	O
l'	le	DET	O	O	O
habituelle	habituel	ADJ	O	O	O
éducation	éducation	NOUN	O	O	O
de	de	ADP	O	O	O
notre	notre	DET	O	O	O
cité	cité	NOUN	O	O	O
,	,	PUNCT	O	O	O
laquelle	lequel	PRON	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
pu	pouvoir	VERB	O	O	O
m'	me	PRON	O	O	O
en	en	PRON	O	O	O
convaincre	convaincre	VERB	O	O	O
au	au	ADP	O	O	O
cours	cours	NOUN	O	O	O
de	de	ADP	O	O	O
mes	mon	DET	O	O	O
voyages	voyage	NOUN	O	O	O
,	,	PUNCT	O	O	O
est	être	AUX	O	O	O
certes	certes	ADV	O	O	O
la	le	DET	O	O	O
meilleure	meilleur	ADJ	O	O	O
de	de	ADP	O	O	O
toutes	tout	PRON	O	O	O
.	.	PUNCT	O	O	O

Chacun	chacun	PRON	O	O	O
se	se	PRON	O	O	O
porte	porte	VERB	O	O	O
bien	bien	ADV	O	O	O
,	,	PUNCT	O	O	O
respire	respirer	VERB	O	O	O
un	un	DET	O	O	O
