I	i	NOUN	O	O	O
LES	le	DET	O	O	O
ILES	ile	NOUN	O	O	O
KERGUELEN	kerguelen	PROPN	O	O	O
.	.	PUNCT	O	O	O

Personne	personne	PRON	O	O	O
n'	ne	ADV	O	O	O
ajoutera	ajouter	VERB	O	O	O
foi	foi	NOUN	O	O	O
,	,	PUNCT	O	O	O
sans	sans	ADP	O	O	O
doute	doute	NOUN	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
ce	ce	DET	O	O	O
récit	récit	NOUN	O	O	O
intitulé	intituler	VERB	O	O	O
le	le	DET	O	O	O
Sphinx	sphinx	NOUN	O	O	O
des	de	ADP	O	O	O
Glaces	glace	NOUN	O	O	O
.	.	PUNCT	O	O	O

N'	ne	ADV	O	O	O
importe	importer	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
est	être	AUX	O	O	O
bon	bon	ADJ	O	O	O
,	,	PUNCT	O	O	O
à	à	ADP	O	O	O
mon	mon	DET	O	O	O
avis	avis	NOUN	O	O	O
,	,	PUNCT	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
soit	être	AUX	O	O	O
livré	livrer	VERB	O	O	O
au	au	ADP	O	O	O
public	public	NOUN	O	O	O
.	.	PUNCT	O	O	O

Libre	libre	ADJ	O	O	O
à	à	ADP	O	O	O
lui	luire	PRON	O	O	O
d'	de	ADP	O	O	O
y	y	PRON	O	O	O
croire	croire	VERB	O	O	O
ou	ou	CCONJ	O	O	O
de	de	ADP	O	O	O
n'	ne	ADV	O	O	O
y	y	PRON	O	O	O
point	poindre	VERB	O	O	O
croire	croire	VERB	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
serait	être	AUX	O	O	O
difficile	difficile	ADJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
le	le	DET	O	O	O
début	début	NOUN	O	O	O
de	de	ADP	O	O	O
ces	ce	DET	O	O	O
merveilleuses	merveilleux	ADJ	O	O	O
et	et	CCONJ	O	O	O
terribles	terrible	ADJ	O	O	O
aventures	aventure	NOUN	O	O	O
,	,	PUNCT	O	O	O
d'	de	ADP	O	O	O
imaginer	imaginer	VERB	O	O	O
un	un	DET	O	O	O
lieu	lieu	NOUN	O	O	O
mieux	mieux	ADV	O	O	O
approprié	approprié	ADJ	O	O	O
que	que	SCONJ	O	O	O
les	le	DET	O	O	O
îles	île	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
Désolation	désolation	PROPN	O	O	O
—	—	PUNCT	O	O	O
nom	nom	NOUN	O	O	O
qui	qui	PRON	O	O	O
leur	son	PRON	O	O	O
fut	être	AUX	O	O	O
donné	donner	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
1779	1779	NUM	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
capitaine	capitaine	NOUN	O	O	O
Cook	cook	PROPN	O	O	O
.	.	PUNCT	O	O	O

Eh	eh	INTJ	O	O	O
bien	bien	ADV	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
j'	je	PRON	O	O	O
en	en	PRON	O	O	O
ai	avoir	AUX	O	O	O
vu	voir	VERB	O	O	O
pendant	pendant	ADP	O	O	O
un	un	DET	O	O	O
séjour	séjour	NOUN	O	O	O
de	de	ADP	O	O	O
quelques	quelque	DET	O	O	O
semaines	semaine	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
puis	pouvoir	VERB	O	O	O
affirmer	affirmer	VERB	O	O	O
qu'	que	SCONJ	O	O	O
elles	lui	PRON	O	O	O
méritent	mériter	VERB	O	O	O
l'	le	DET	O	O	O
appellation	appellation	NOUN	O	O	O
lamentable	lamentable	ADJ	O	O	O
qui	qui	PRON	O	O	O
leur	son	PRON	O	O	O
vient	venir	VERB	O	O	O
du	de	ADP	O	O	O
célèbre	célèbre	ADJ	O	O	O
navigateur	navigateur	NOUN	O	O	O
anglais	anglais	ADJ	O	O	O
.	.	PUNCT	O	O	O

Iles	ile	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
