I	i	PUNCT	O	O	O

UNE	un	DET	O	O	O
SEANCE	seance	NOUN	O	O	O
A	à	ADP	O	O	O
LA	le	DET	O	O	O
SOCIÉTÉ	société	NOUN	O	O	O
IIYPERPSYCuTQUE	iiyperpsycutque	PROPN	O	O	O
DE	de	ADP	O	O	O
PERPIGNAN	perpignan	PROPN	O	O	O

Vous	vous	PRON	O	O	O
n'	ne	ADV	O	O	O
ignorez	ignorer	VERB	O	O	O
certainement	certainement	ADV	O	O	O
pas	pas	ADV	O	O	O
que	que	SCONJ	O	O	O
la	le	DET	O	O	O
jolie	joli	ADJ	O	O	O
petite	petit	ADJ	O	O	O
ville	ville	NOUN	O	O	O
de	de	ADP	O	O	O
Perpignan	perpignan	PROPN	O	O	O
possède	posséder	VERB	O	O	O
une	un	DET	O	O	O
société	société	NOUN	O	O	O
savante	savant	ADJ	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
la	le	DET	O	O	O
renommée	renommée	NOUN	O	O	O
est	être	AUX	O	O	O
aujourd'hui	aujourd'hui	ADV	O	O	O
.	.	PUNCT	O	O	O
universelle	universel	ADJ	O	O	O
.	.	PUNCT	O	O	O

Elle	lui	PRON	O	O	O
fut	être	AUX	O	O	O
fondée	fonder	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
y	y	PRON	O	O	O
a	avoir	VERB	O	O	O
quelques	quelque	DET	O	O	O
années	année	NOUN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
l'	le	DET	O	O	O
illustre	illustre	ADJ	O	O	O
docteur	docteur	NOUN	O	O	O
Paradou	paradou	PROPN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
une	un	PRON	O	O	O
des	de	ADP	O	O	O
sommités	sommité	NOUN	O	O	O
médicales	médical	ADJ	O	O	O
du	de	ADP	O	O	O
midi	midi	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
France	france	PROPN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
but	but	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
société	société	NOUN	O	O	O
hyperpsychique	hyperpsychiqu	ADJ	O	O	O
de	de	ADP	O	O	O
Perpignanest	perpignanest	PROPN	O	O	O
l'	le	DET	O	O	O
étude	étude	NOUN	O	O	O
,	,	PUNCT	O	O	O
par	par	ADP	O	O	O
des	un	DET	O	O	O
procédés	procédé	NOUN	O	O	O
exclusivement	exclusivement	ADV	O	O	O
scientifiques	scientifique	ADJ	O	O	O
et	et	CCONJ	O	O	O
expérimen	expérimen	ADJ	O	O	O
-	-	ADJ	O	O	O
7	7	NUM	O	O	O
taux	taux	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
questions	question	NOUN	O	O	O
qui	qui	PRON	O	O	O
se	se	PRON	O	O	O
rattachent	rattacher	VERB	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
âme	âme	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
docteurParadoupensa	docteurparadoupensa	PROPN	O	O	O
avec	avec	ADP	O	O	O
raison	raison	NOUN	O	O	O
que	que	SCONJ	O	O	O
cette	ce	DET	O	O	O
nouvelle	nouveau	ADJ	O	O	O
science	science	NOUN	O	O	O
,	,	PUNCT	O	O	O
puisant	puiser	VERB	O	O	O
des	un	DET	O	O	O
documents	document	NOUN	O	O	O
dans	dans	ADP	O	O	O
les	le	DET	O	O	O
phénomènes	phénomène	NOUN	O	O	O
du	de	ADP	O	O	O
spiritisme	spiritisme	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
suggestion	suggestion	NOUN	O	O	O
des	de	ADP	O	O	O
pensées	pensée	NOUN	O	O	O
à	à	ADP	O	O	O
distance	distance	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
pressentiments	pressentiment	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
apparitions	apparition	NOUN	O	O	O
,	,	PUNCT	O	O	O
pouvait	pouvoir	VERB	O	O	O
devenir	devenir	VERB	O	O	O
rapidementla	rapidementla	DET	O	O	O
science	science	NOUN	O	O	O
suprême	suprême	ADJ	O	O	O
entre	entrer	ADP	O	O	O
les	le	DET	O	O	O
mains	main	NOUN	O	O	O
de	de	ADP	O	O	O
gens	gens	NOUN	O	O	O
habiles	habile	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
songea	songer	VERB	O	O	O
dès	dès	ADP	O	O	O
lors	lors	ADV	O	O	O
à	à	ADP	O	O	O
créer	créer	VERB	O	O	O
cette	ce	DET	O	O	O
société	société	NOUN	O	O	O
hyperpsychique	hyperpsychiqu	ADJ	O	O	O
qui	qui	PRON	O	O	O
étonna	étonner	VERB	O	O	O
bientôt	bientôt	ADV	O	O	O
le	le	DET	O	O	O
monde	monde	NOUN	O	O	O
entier	entier	ADJ	O	O	O
par	par	ADP	O	O	O
ses	son	DET	O	O	O
merveilleux	merveilleux	ADJ	O	O	O
résultats	résultat	NOUN	O	O	O
.	.	PUNCT	O	O	O

La	le	DET	O	O	O
société	société	NOUN	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
malheureusementpas	malheureusementpas	ADV	O	O	O
très	très	ADV	O	O	O
nombreuse	nombreux	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
le	le	DET	O	O	O
détaut	détaut	NOUN	O	O	O
de	de	ADP	O	O	O
quantité	quantité	NOUN	O	O	O
était	être	AUX	O	O	O
largement	largement	ADV	O	O	O
compensé	compenser	VERB	O	O	O
par	par	ADP	O	O	O
la	le	DET	O	O	O
qualité	qualité	NOUN	O	O	O
éminente	éminent	ADJ	O	O	O
de	de	ADP	O	O	O
ses	son	DET	O	O	O
membres	membre	NOUN	O	O	O
.	.	PUNCT	O	O	O

On	on	PRON	O	O	O
peut	pouvoir	VERB	O	O	O
dire	dire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
à	à	ADP	O	O	O
ses	son	DET	O	O	O
réunions	réunion	NOUN	O	O	O
assistait	assister	VERB	O	O	O
la	le	DET	O	O	O
fine	fin	ADJ	O	O	O
fleur	fleur	NOUN	O	O	O
de	de	ADP	O	O	O
tout	tout	ADJ	O	O	O
ce	ce	PRON	O	O	O
que	que	PRON	O	O	O
Perpignan	perpignan	PROPN	O	O	O
possédait	posséder	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
fait	fait	NOUN	O	O	O
de	de	ADP	O	O	O
gens	gens	NOUN	O	O	O
instruits	instruit	ADJ	O	O	O
et	et	CCONJ	O	O	O
intelligents	intelligent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
réunions	réunion	NOUN	O	O	O
avaient	avoir	VERB	O	O	O
lieu	lieu	NOUN	O	O	O
le	le	DET	O	O	O
premier	premier	ADJ	O	O	O
lundi	lundi	NOUN	O	O	O
de	de	ADP	O	O	O
chaque	chaque	DET	O	O	O
mois	mois	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
local	local	NOUN	O	O	O
consistait	consister	VERB	O	O	O
en	en	ADP	O	O	O
une	un	DET	O	O	O
salle	salle	NOUN	O	O	O
assez	assez	ADV	O	O	O
spacieuse	spacieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
située	situer	VERB	O	O	O
dans	dans	ADP	O	O	O
une	un	DET	O	O	O
vieille	vieux	ADJ	O	O	O
masure	masure	NOUN	O	O	O
