—	—	DET	O	O	O
—	—	PRON	O	O	O
—	—	PRON	O	O	O
LIVRE	livre	NOUN	O	O	O
PREMIER	premier	ADJ	O	O	O
LE	le	DET	O	O	O
MYSTERE	mystere	NOUN	O	O	O
D'	de	ADP	O	O	O
UNE	un	DET	O	O	O
NUIT	nuit	NOUN	O	O	O
DE	de	ADP	O	O	O
PRINTEMPS	printemps	NOUN	O	O	O
—	—	PUNCT	O	O	O
I	i	NOUN	O	O	O
UN	un	DET	O	O	O
MORT	mort	NOUN	O	O	O
QUI	qui	PRON	O	O	O
MARCHE	marche	VERB	O	O	O
Deux	deux	NUM	O	O	O
heures	heure	NOUN	O	O	O
du	de	ADP	O	O	O
matin	matin	NOUN	O	O	O
.	.	PUNCT	O	O	O

Sur	sur	ADP	O	O	O
Paris	paris	PROPN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
nuit	nuit	NOUN	O	O	O
splendide	splendide	ADJ	O	O	O
,	,	PUNCT	O	O	O
sans	sans	ADP	O	O	O
lune	lune	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
marronniers	marronnier	NOUN	O	O	O
feuillus	feuillu	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
avenue	avenue	NOUN	O	O	O
Henri	henri	PROPN	O	O	O
-	-	PUNCT	O	O	O
Martin	martin	PROPN	O	O	O
se	se	PRON	O	O	O
rejoignaient	rejoindre	VERB	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
faîte	faîte	NOUN	O	O	O
,	,	PUNCT	O	O	O
formaient	formaient	NOUN	O	O	O
une	un	DET	O	O	O
sorte	sorte	NOUN	O	O	O
de	de	ADP	O	O	O
voûte	voûte	NOUN	O	O	O
opaque	opaque	ADJ	O	O	O
,	,	PUNCT	O	O	O
très	très	ADV	O	O	O
longue	long	ADJ	O	O	O
,	,	PUNCT	O	O	O
couvrant	couvrir	VERB	O	O	O
les	le	DET	O	O	O
deux	deux	NUM	O	O	O
chaussées	chaussée	NOUN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
allée	allée	NOUN	O	O	O
cavalière	cavalier	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
régnait	régner	VERB	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
ce	ce	DET	O	O	O
tunnel	tunnel	NOUN	O	O	O
aux	à	ADP	O	O	O
ténèbres	ténèbre	NOUN	O	O	O
épaisses	épais	ADJ	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
silence	silence	NOUN	O	O	O
impressionnant	impressionnant	ADJ	O	O	O
.	.	PUNCT	O	O	O

De	de	ADP	O	O	O
distance	distance	NOUN	O	O	O
en	en	ADP	O	O	O
distance	distance	NOUN	O	O	O
des	de	ADP	O	O	O
becs	bec	NOUN	O	O	O
de	de	ADP	O	O	O
gaz	gaz	NOUN	O	O	O
piquaient	piquer	ADV	O	O	O
leur	son	DET	O	O	O
timide	timide	NOUN	O	O	O
lueur	lueur	ADJ	O	O	O
;	;	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
leurs	leur	DET	O	O	O
éclats	éclat	NOUN	O	O	O
blafards	blafard	ADJ	O	O	O
ne	ne	ADV	O	O	O
dépassaient	dépasser	VERB	O	O	O
pas	pas	ADV	O	O	O
le	le	DET	O	O	O
trottoir	trottoir	NOUN	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
grille	grille	NOUN	O	O	O
des	de	ADP	O	O	O
petits	petit	ADJ	O	O	O
jardins	jardin	NOUN	O	O	O
qui	qui	PRON	O	O	O
bordent	border	ADV	O	O	O
l'	le	DET	O	O	O
avenue	avenue	NOUN	O	O	O
sur	sur	ADP	O	O	O
toute	tout	ADJ	O	O	O
sa	son	DET	O	O	O
longueur	longueur	NOUN	O	O	O
.	.	PUNCT	O	O	O

Pas	pas	ADV	O	O	O
de	de	ADP	O	O	O
