I	i	NOUN	O	O	O
CHRISNORE	chrisnor	ADJ	O	O	O
PASSEUR	passeur	VERB	O	O	O
?	?	PUNCT	O	O	O

La	le	DET	O	O	O
barque	barque	NOUN	O	O	O
,	,	PUNCT	O	O	O
peinte	peindre	ADJ	O	O	O
en	en	PRON	O	O	O
bleu	bleu	VERB	O	O	O
clair	clair	ADJ	O	O	O
et	et	CCONJ	O	O	O
ceinte	ceindre	ADJ	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
étroite	étroite	NOUN	O	O	O
ceinture	ceintur	ADJ	O	O	O
d'	de	ADP	O	O	O
or	or	NOUN	O	O	O
,	,	PUNCT	O	O	O
aborda	aborder	VERB	O	O	O
à	à	ADP	O	O	O
la	le	DET	O	O	O
cale	cale	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
passeur	passeur	NOUN	O	O	O
leva	leva	ADJ	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
,	,	PUNCT	O	O	O
suspendant	suspendre	VERB	O	O	O
le	le	DET	O	O	O
mouvement	mouvement	NOUN	O	O	O
des	de	ADP	O	O	O
rames	rame	NOUN	O	O	O
,	,	PUNCT	O	O	O
me	me	PRON	O	O	O
regarda	regarder	VERB	O	O	O
en	en	ADP	O	O	O
face	face	NOUN	O	O	O
.	.	PUNCT	O	O	O

Ce	ce	PRON	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
point	poindre	VERB	O	O	O
un	un	DET	O	O	O
passeur	passeur	NOUN	O	O	O
vulgaire	vulgaire	ADJ	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
était	être	AUX	O	O	O
vieux	vieux	ADJ	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
son	son	DET	O	O	O
visage	visage	NOUN	O	O	O
hâlé	hâlé	PROPN	O	O	O
;	;	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
ce	ce	DET	O	O	O
visage	visage	NOUN	O	O	O
était	être	AUX	O	O	O
empreint	empreindre	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
telle	tel	ADJ	O	O	O
majesté	majester	VERB	O	O	O
que	que	SCONJ	O	O	O
j'	je	PRON	O	O	O
en	en	PRON	O	O	O
oubliai	oublier	VERB	O	O	O
pour	pour	ADP	O	O	O
un	un	DET	O	O	O
moment	moment	NOUN	O	O	O
et	et	CCONJ	O	O	O
moi	moi	PRON	O	O	O
-	-	PUNCT	O	O	O
même	même	ADV	O	O	O
et	et	CCONJ	O	O	O
mes	mon	DET	O	O	O
propres	propre	NOUN	O	O	O
affaires	affaire	NOUN	O	O	O
pour	pour	ADP	O	O	O
ne	ne	ADV	O	O	O
plus	plus	ADV	O	O	O
songer	songer	VERB	O	O	O
qu'	que	SCONJ	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
admirer	admirer	VERB	O	O	O
.	.	PUNCT	O	O	O

Sous	sou	ADP	O	O	O
un	un	DET	O	O	O
vaste	vaste	ADJ	O	O	O
chapeau	chapeau	NOUN	O	O	O
de	de	ADP	O	O	O
cuir	cuir	NOUN	O	O	O
blanc	blanc	ADJ	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
abondante	abondant	ADJ	O	O	O
averse	averse	DET	O	O	O
de	de	ADP	O	O	O
cheveux	cheveux	ADJ	O	O	O
blancs	blanc	NOUN	O	O	O
,	,	PUNCT	O	O	O
un	un	DET	O	O	O
front	front	NOUN	O	O	O
sillonné	sillonner	ADJ	O	O	O
de	de	ADP	O	O	O
pensées	pensée	NOUN	O	O	O
,	,	PUNCT	O	O	O
deux	deux	NUM	O	O	O
larges	large	NOUN	O	O	O
yeux	oeil	NOUN	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
bleu	bleu	NOUN	O	O	O
identique	identique	ADJ	O	O	O
au	au	ADP	O	O	O
bleu	bleu	NOUN	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
barque	barque	NOUN	O	O	O
et	et	CCONJ	O	O	O
traversés	traverser	VERB	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
même	même	ADJ	O	O	O
bandelette	bandelette	NOUN	O	O	O
d'	de	ADP	O	O	O
or	or	NOUN	O	O	O
;	;	PUNCT	O	O	O
un	un	DET	O	O	O
nez	nez	NOUN	O	O	O
droit	droit	ADJ	O	O	O
et	et	CCONJ	O	O	O
ferme	ferme	ADJ	O	O	O
;	;	PUNCT	O	O	O
une	un	DET	O	O	O
moustache	moustache	NOUN	O	O	O
et	et	CCONJ	O	O	O
une	un	DET	O	O	O
barbe	barbe	NOUN	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
abondance	abondance	NOUN	O	O	O
et	et	CCONJ	O	O	O
d'	de	ADP	O	O	O
une	un	DET	O	O	O
blancheur	blancheur	NOUN	O	O	O
égales	égal	ADJ	O	O	O
à	à	ADP	O	O	O
celles	celui	PRON	O	O	O
de	de	ADP	O	O	O
la	le	DET	O	O	O
chevelure	chevelure	NOUN	O	O	O
.	.	PUNCT	O	O	O

Il	il	PRON	O	O	O
se	se	PRON	O	O	O
redressa	redresser	VERB	O	O	O
dans	dans	ADP	O	O	O
la	le	DET	O	O	O
barque	barque	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
sa	son	DET	O	O	O
taille	taille	NOUN	O	O	O
était	être	AUX	O	O	O
plus	plus	ADV	O	O	O
semblable	semblable	ADJ	O	O	O
à	à	ADP	O	O	O
celle	celui	PRON	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
dieu	dieu	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
à	à	ADP	O	O	O
celle	celui	PRON	O	O	O
d'	de	ADP	O	O	O
un	un	DET	O	O	O
mortel	mortel	NOUN	O	O	O
.	.	PUNCT	O	O	O

D'	de	ADP	O	O	O
une	un	DET	O	O	O
voix	voix	NOUN	O	O	O
grave	grave	ADJ	O	O	O
et	et	CCONJ	O	O	O
sonore	sonore	ADV	O	O	O
comme	comme	ADP	O	O	O
l'	le	DET	O	O	O
orgue	orgue	NOUN	O	O	O
:	:	PUNCT	O	O	O
«	«	PROPN	O	O	O
Montez	montez	PROPN	O	O	O
»	»	PUNCT	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
,	,	PUNCT	O	O	O
«	«	PROPN	O	O	O
mais	mais	CCONJ	O	O	O
où	où	PRON	O	O	O
est	être	AUX	O	O	O
votre	votre	DET	O	O	O
compagnon	compagnon	NOUN	O	O	O
?	?	PUNCT	O	O	O

»	»	X	O	O	O
Moi	moi	PROPN	O	O	O
Mon	mon	DET	O	O	O
compagnon	compagnon	NOUN	O	O	O
?	?	PUNCT	O	O	O

LE	le	DET	O	O	O
PASSEUR	passeur	NOUN	O	O	O
Oui	oui	PROPN	O	O	O
,	,	PUNCT	O	O	O
votre	votre	DET	O	O	O
compagnon	compagnon	NOUN	O	O	O
...	...	PUNCT	O	O	O
ou	ou	CCONJ	O	O	O
votre	votre	DET	O	O	O
compagne	compagne	NOUN	O	O	O
?	?	PUNCT	O	O	O

Mon	mon	DET	O	O	O
fils	fils	NOUN	O	O	O
,	,	PUNCT	O	O	O
ignorez	ignorer	VERB	O	O	O
-	-	PUNCT	O	O	O
vous	vous	PRON	O	O	O
que	que	SCONJ	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
puis	pouvoir	VERB	O	O	O
vous	vous	PRON	O	O	O
passer	passer	VERB	O	O	O
seul	seul	ADJ	O	O	O
?	?	PUNCT	O	O	O

Moi	moi	PROPN	O	O	O
Cependant	cependant	ADV	O	O	O
?	?	PUNCT	O	O	O

LE	le	DET	O	O	O
PASSEUR	passeur	NOUN	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
douceur	douceur	NOUN	O	O	O
:	:	PUNCT	O	O	O
Je	je	PRON	O	O	O
vous	vous	PRON	O	O	O
demande	demande	VERB	O	O	O
pardon	pardon	ADJ	O	O	O
,	,	PUNCT	O	O	O
mon	mon	DET	O	O	O
fils	fils	NOUN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
puis	pouvoir	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
effet	effet	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
prendre	prendre	VERB	O	O	O
seul	seul	ADJ	O	O	O
,	,	PUNCT	O	O	O
mais	mais	CCONJ	O	O	O
à	à	ADP	O	O	O
condition	condition	NOUN	O	O	O
...	...	PUNCT	O	O	O
Moi	moi	PROPN	O	O	O
A	avoir	AUX	O	O	O
condition	condition	NOUN	O	O	O
?	?	PUNCT	O	O	O

LE	le	DET	O	O	O
PASSEUR	passeur	NOUN	O	O	O
Que	que	PRON	O	O	O
vous	vous	PRON	O	O	O
ayez	avoir	AUX	O	O	O
déjà	déjà	ADV	O	O	O
prêté	prêter	VERB	O	O	O
serment	serment	ADV	O	O	O
.	.	PUNCT	O	O	O

Moi	moi	PROPN	O	O	O
Prêté	prêté	PROPN	O	O	O
serment	sermer	VERB	O	O	O
?	?	PUNCT	O	O	O

LE	le	DET	O	O	O
PASSEUR	passeur	NOUN	O	O	O
Par	par	ADP	O	O	O
-	-	PUNCT	O	O	O
devant	devant	ADP	O	O	O
vous	vous	PRON	O	O	O
-	-	PUNCT	O	O	O
même	même	ADV	O	O	O
,	,	PUNCT	O	O	O
évidemment	évidemment	ADV	O	O	O
.	.	PUNCT	O	O	O

Moi	moi	NOUN	O	O	O
Quel	quel	ADJ	O	O	O
serment	sermer	VERB	O	O	O
?	?	PUNCT	O	O	O

LE	le	DET	O	O	O
PASSEUR	passeur	NOUN	O	O	O
De	de	ADP	O	O	O
renoncer	renoncer	VERB	O	O	O
à	à	ADP	O	O	O
vous	vous	PRON	O	O	O
-	-	PUNCT	O	O	O
même	même	ADV	O	O	O
.	.	PUNCT	O	O	O

Moi	moi	NOUN	O	O	O
Ah	ah	PROPN	O	O	O
!	!	PUNCT	O	O	O

Cette	ce	DET	O	O	O
exclamation	exclamation	NOUN	O	O	O
jaillit	jaillit	ADJ	O	O	O
de	de	ADP	O	O	O
mes	mon	DET	O	O	O
lèvres	lèvre	NOUN	O	O	O
comme	comme	ADP	O	O	O
un	un	DET	O	O	O
cri	cri	NOUN	O	O	O
de	de	ADP	O	O	O
désespoir	désespoir	VERB	O	O	O
.	.	PUNCT	O	O	O

Mon	mon	DET	O	O	O
esprit	esprit	NOUN	O	O	O
en	en	ADP	O	O	O
un	un	DET	O	O	O
clin	clin	NOUN	O	O	O
d'	de	ADP	O	O	O
oeil	oeil	NOUN	O	O	O
retraversa	retraversa	NOUN	O	O	O
toutes	tout	ADJ	O	O	O
les	le	DET	O	O	O
époques	époque	NOUN	O	O	O
de	de	ADP	O	O	O
