CHAPITRE	chapitrer	AUX	O	O	O
PREMIER	premier	ADJ	O	O	O
OÙ	où	PROPN	O	O	O
NOS	notre	DET	O	O	O
HÉROS	héros	PROPN	O	O	O
ONT	avoir	VERB	O	O	O
DES	de	ADP	O	O	O
TIRAILLEMENTS	tiraillement	NOUN	O	O	O
D'	de	ADP	O	O	O
ESTOMAC	estomac	NOUN	O	O	O
ALCIDE	alcid	ADJ	O	O	O
FRICOULET	fricoulet	PROPN	O	O	O
était	être	AUX	O	O	O
ce	ce	PRON	O	O	O
qu'	que	PRON	O	O	O
on	on	PRON	O	O	O
appelle	appeler	VERB	O	O	O
un	un	DET	O	O	O
bon	bon	ADJ	O	O	O
garçon	garçon	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
si	si	SCONJ	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
des	un	DET	O	O	O
causes	cause	NOUN	O	O	O
qu'	que	PRON	O	O	O
il	il	PRON	O	O	O
tenait	tenir	VERB	O	O	O
à	à	ADP	O	O	O
garder	garder	VERB	O	O	O
secrètes	secret	ADJ	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
aimait	aimer	VERB	O	O	O
pas	pas	ADV	O	O	O
les	le	DET	O	O	O
femmes	femme	NOUN	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADV	O	O	O
au	au	ADP	O	O	O
moins	moins	ADV	O	O	O
avait	avoir	AUX	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
un	un	DET	O	O	O
coeur	coeur	NOUN	O	O	O
excellent	excellent	ADJ	O	O	O
.	.	PUNCT	O	O	O

Aussi	aussi	ADV	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADV	O	O	O
en	en	ADP	O	O	O
applaudissant	applaudir	VERB	O	O	O
in	in	X	O	O	O
petto	petto	ADJ	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
aventure	aventure	NOUN	O	O	O
qui	qui	PRON	O	O	O
soustrayait	soustraire	VERB	O	O	O
son	son	DET	O	O	O
ami	ami	NOUN	O	O	O
Gontran	gontran	PROPN	O	O	O
à	à	ADP	O	O	O
l'	le	DET	O	O	O
enfer	enfer	NOUN	O	O	O
du	de	ADP	O	O	O
mariage	mariage	NOUN	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
pouvait	pouvoir	VERB	O	O	O
s'	se	PRON	O	O	O
empêcher	empêcher	VERB	O	O	O
,	,	PUNCT	O	O	O
en	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	ADP	O	O	O
déplorer	déplorer	VERB	O	O	O
cette	ce	DET	O	O	O
même	même	ADJ	O	O	O
aventure	aventure	NOUN	O	O	O
qui	qui	PRON	O	O	O
frappait	frapper	VERB	O	O	O
si	si	SCONJ	O	O	O
cruellement	cruellemer	VERB	O	O	O
le	le	DET	O	O	O
comte	comte	NOUN	O	O	O
de	de	ADP	O	O	O
Flammermont	flammermont	PROPN	O	O	O
.	.	PUNCT	O	O	O

Semblable	semblable	ADJ	O	O	O
à	à	ADP	O	O	O
un	un	DET	O	O	O
fou	fou	NOUN	O	O	O
,	,	PUNCT	O	O	O
celui	celui	PRON	O	O	O
-	-	PUNCT	O	O	O
ci	ci	PRON	O	O	O
criait	crier	VERB	O	O	O
et	et	CCONJ	O	O	O
gesticulait	gesticulait	NOUN	O	O	O
,	,	PUNCT	O	O	O
insultant	insulter	VERB	O	O	O
Sharp	sharp	PROPN	O	O	O
,	,	PUNCT	O	O	O
appelant	appeler	VERB	O	O	O
Séléna	séléna	PROPN	O	O	O
,	,	PUNCT	O	O	O
sondant	sonder	VERB	O	O	O
en	en	ADP	O	O	O
vain	vain	ADJ	O	O	O
l'	le	DET	O	O	O
immensité	immensité	NOUN	O	O	O
où	où	PRON	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
irradiation	irradiation	NOUN	O	O	O
solaire	solaire	ADJ	O	O	O
,	,	PUNCT	O	O	O
aucune	aucun	DET	O	O	O
trace	trace	NOUN	O	O	O
du	de	ADP	O	O	O
véhicule	véhicule	NOUN	O	O	O
n'	ne	ADV	O	O	O
apparaissait	apparaître	VERB	O	O	O
déjà	déjà	ADV	O	O	O
plus	plus	ADV	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Gontran	gontran	NOUN	O	O	O
!	!	PUNCT	O	O	O

cria	cria	NOUN	O	O	O
l'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
,	,	PUNCT	O	O	O
Gontran	gontran	PROPN	O	O	O
!	!	PUNCT	O	O	O

Mais	mais	CCONJ	O	O	O
le	le	DET	O	O	O
jeune	jeune	ADJ	O	O	O
homme	homme	NOUN	O	O	O
,	,	PUNCT	O	O	O
tout	tout	ADV	O	O	O
entier	entier	ADJ	O	O	O
à	à	ADP	O	O	O
sa	son	DET	O	O	O
douleur	douleur	NOUN	O	O	O
,	,	PUNCT	O	O	O
n'	ne	ADV	O	O	O
entendait	entendre	VERB	O	O	O
pas	pas	ADV	O	O	O
et	et	CCONJ	O	O	O
continuait	continuer	VERB	O	O	O
à	à	ADP	O	O	O
s'	se	PRON	O	O	O
absorber	absorber	VERB	O	O	O
dans	dans	ADP	O	O	O
sa	son	DET	O	O	O
recherche	recherche	NOUN	O	O	O
.	.	PUNCT	O	O	O

Fricoulet	fricoulet	NOUN	O	O	O
reporta	reporter	VERB	O	O	O
alors	alors	ADV	O	O	O
son	son	DET	O	O	O
attention	attention	NOUN	O	O	O
sur	sur	ADP	O	O	O
Ossipoff	ossipoff	PROPN	O	O	O
qui	qui	PRON	O	O	O
,	,	PUNCT	O	O	O
sous	sou	ADP	O	O	O
la	le	DET	O	O	O
violence	violence	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
émotion	émotion	NOUN	O	O	O
,	,	PUNCT	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
évanoui	évanouir	VERB	O	O	O
entre	entrer	ADP	O	O	O
ses	son	DET	O	O	O
bras	bras	NOUN	O	O	O
.	.	PUNCT	O	O	O

Les	le	DET	O	O	O
jambes	jambe	NOUN	O	O	O
molles	mou	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
corps	corps	NOUN	O	O	O
inerte	inerte	ADJ	O	O	O
et	et	CCONJ	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
ballante	ballant	ADJ	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
vieillard	vieillard	NOUN	O	O	O
demeurait	demeurer	VERB	O	O	O
sans	sans	ADP	O	O	O
mouvement	mouvement	NOUN	O	O	O
,	,	PUNCT	O	O	O
et	et	CCONJ	O	O	O
sans	sans	ADP	O	O	O
le	le	DET	O	O	O
souffle	souffle	NOUN	O	O	O
pressé	pressé	ADJ	O	O	O
qui	qui	PRON	O	O	O
s'	se	PRON	O	O	O
échappait	échapper	VERB	O	O	O
de	de	ADP	O	O	O
sa	son	DET	O	O	O
gorge	gorge	NOUN	O	O	O
contractée	contracter	VERB	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
eût	avoir	PRON	O	O	O
pu	pouvoir	VERB	O	O	O
passer	passer	VERB	O	O	O
pour	pour	ADP	O	O	O
mort	mort	NOUN	O	O	O
.	.	PUNCT	O	O	O

Fricoulet	fricoulet	ADV	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
seul	seul	ADJ	O	O	O
qui	qui	PRON	O	O	O
eût	avoir	ADP	O	O	O
conservé	conserver	VERB	O	O	O
son	son	DET	O	O	O
sang	sang	NOUN	O	O	O
-	-	PUNCT	O	O	O
froid	froid	ADJ	O	O	O
–	–	NOUN	O	O	O
et	et	CCONJ	O	O	O
pour	pour	ADP	O	O	O
cause	cause	NOUN	O	O	O
,	,	PUNCT	O	O	O
puisqu'	puisque	SCONJ	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
était	être	AUX	O	O	O
ni	ni	CCONJ	O	O	O
le	le	DET	O	O	O
père	père	NOUN	O	O	O
,	,	PUNCT	O	O	O
ni	ni	CCONJ	O	O	O
le	le	DET	O	O	O
fiancé	fiancé	NOUN	O	O	O
de	de	ADP	O	O	O
Séléna	séléna	PROPN	O	O	O
,	,	PUNCT	O	O	O
Fricoulet	fricoulet	PROPN	O	O	O
sentait	sentir	VERB	O	O	O
cependant	cependant	ADV	O	O	O
la	le	DET	O	O	O
nécessité	nécessité	NOUN	O	O	O
de	de	ADP	O	O	O
prendre	prendre	VERB	O	O	O
une	un	DET	O	O	O
décision	décision	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
puis	pouvoir	VERB	O	O	O
pas	pas	ADV	O	O	O
demeurer	demeurer	VERB	O	O	O
là	là	ADV	O	O	O
éternellement	éternellement	ADJ	O	O	O
,	,	PUNCT	O	O	O
murmura	murmurer	VERB	O	O	O
-	-	PUNCT	O	O	O
t	t	NOUN	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
,	,	PUNCT	O	O	O
ce	ce	DET	O	O	O
vieillard	vieillard	NOUN	O	O	O
a	avoir	VERB	O	O	O
besoin	besoin	NOUN	O	O	O
de	de	ADP	O	O	O
soins	soin	NOUN	O	O	O
;	;	PUNCT	O	O	O
quant	quant	ADV	O	O	O
à	à	ADP	O	O	O
Gontran	gontran	PROPN	O	O	O
,	,	PUNCT	O	O	O
pour	pour	ADP	O	O	O
un	un	DET	O	O	O
peu	peu	ADV	O	O	O
il	il	PRON	O	O	O
deviendrait	devenir	VERB	O	O	O
fou	fou	VERB	O	O	O
.	.	PUNCT	O	O	O

Seulement	seulement	ADV	O	O	O
alors	alors	ADV	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
s'	se	PRON	O	O	O
aperçut	apercevoir	VERB	O	O	O
que	que	SCONJ	O	O	O
le	le	DET	O	O	O
cratère	cratère	NOUN	O	O	O
s'	se	PRON	O	O	O
était	être	AUX	O	O	O
peu	peu	ADV	O	O	O
à	à	ADP	O	O	O
peu	peu	ADV	O	O	O
vidé	vider	VERB	O	O	O
des	un	DET	O	O	O
assistants	assistant	NOUN	O	O	O
qui	qui	PRON	O	O	O
le	le	PRON	O	O	O
remplissaient	remplir	VERB	O	O	O
au	au	ADP	O	O	O
moment	moment	NOUN	O	O	O
du	de	ADP	O	O	O
congrès	congrès	NOUN	O	O	O
;	;	PUNCT	O	O	O
dans	dans	ADP	O	O	O
le	le	DET	O	O	O
lointain	lointain	NOUN	O	O	O
,	,	PUNCT	O	O	O
de	de	DET	O	O	O
longues	long	ADJ	O	O	O
files	file	NOUN	O	O	O
de	de	ADP	O	O	O
Sélénites	sélénites	PROPN	O	O	O
disparaissaient	disparaître	VERB	O	O	O
par	par	ADP	O	O	O
les	le	DET	O	O	O
voies	voie	NOUN	O	O	O
souterraines	souterrainer	VERB	O	O	O
,	,	PUNCT	O	O	O
semblables	semblable	ADJ	O	O	O
à	à	ADP	O	O	O
une	un	DET	O	O	O
bande	bande	NOUN	O	O	O
de	de	ADP	O	O	O
lapins	lapin	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
un	un	DET	O	O	O
étranger	étranger	VERB	O	O	O
vient	vient	NOUN	O	O	O
troubler	troubler	VERB	O	O	O
dans	dans	ADP	O	O	O
leurs	leur	DET	O	O	O
ébats	ébat	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Les	le	DET	O	O	O
égoïstes	égoïste	NOUN	O	O	O
!	!	PUNCT	O	O	O

pensa	penser	VERB	O	O	O
Fricoulet	fricoulet	PROPN	O	O	O
,	,	PUNCT	O	O	O
pas	pas	ADV	O	O	O
un	un	DET	O	O	O
seul	seul	ADJ	O	O	O
d'	de	ADP	O	O	O
entre	entrer	ADP	O	O	O
eux	lui	PRON	O	O	O
n'	ne	ADV	O	O	O
est	être	AUX	O	O	O
venu	venir	VERB	O	O	O
s'	se	PRON	O	O	O
enquérir	enquérir	VERB	O	O	O
de	de	ADP	O	O	O
ce	ce	PRON	O	O	O
qui	qui	PRON	O	O	O
est	être	AUX	O	O	O
arrivé	arriver	VERB	O	O	O
.	.	PUNCT	O	O	O

À	à	ADP	O	O	O
ce	ce	DET	O	O	O
moment	moment	NOUN	O	O	O
,	,	PUNCT	O	O	O
une	un	DET	O	O	O
main	main	NOUN	O	O	O
se	se	PRON	O	O	O
posa	poser	VERB	O	O	O
sur	sur	ADP	O	O	O
son	son	DET	O	O	O
épaule	épaule	NOUN	O	O	O
;	;	PUNCT	O	O	O
il	il	PRON	O	O	O
se	se	PRON	O	O	O
retourna	retourner	VERB	O	O	O
et	et	CCONJ	O	O	O
reconnut	reconnaître	VERB	O	O	O
Telingâ	telingâ	PROPN	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Hein	hein	PROPN	O	O	O
!	!	PUNCT	O	O	O

s'	se	PRON	O	O	O
écria	écrier	VERB	O	O	O
l'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
,	,	PUNCT	O	O	O
vous	vous	PRON	O	O	O
seriez	être	VERB	O	O	O
-	-	PUNCT	O	O	O
vous	vous	PRON	O	O	O
jamais	jamais	ADV	O	O	O
douté	douter	VERB	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
pût	pouvoir	VERB	O	O	O
exister	exister	VERB	O	O	O
sur	sur	ADP	O	O	O
ce	ce	DET	O	O	O
monde	monde	NOUN	O	O	O
lumineux	lumineux	ADJ	O	O	O
qui	qui	PRON	O	O	O
éclaire	éclaire	VERB	O	O	O
durant	durer	ADP	O	O	O
la	le	DET	O	O	O
nuit	nuit	NOUN	O	O	O
le	le	DET	O	O	O
pays	pays	NOUN	O	O	O
des	de	ADP	O	O	O
Subvolves	subvolve	NOUN	O	O	O
,	,	PUNCT	O	O	O
des	un	DET	O	O	O
gredins	gredin	ADJ	O	O	O
semblables	semblable	NOUN	O	O	O
!	!	PUNCT	O	O	O

Le	le	DET	O	O	O
sélénite	sélénite	NOUN	O	O	O
hocha	hocher	PROPN	O	O	O
la	le	DET	O	O	O
tête	tête	NOUN	O	O	O
sans	sans	ADP	O	O	O
répondre	répondre	VERB	O	O	O
.	.	PUNCT	O	O	O

Puis	pouvoir	CCONJ	O	O	O
,	,	PUNCT	O	O	O
après	après	ADP	O	O	O
un	un	DET	O	O	O
moment	moment	NOUN	O	O	O
:	:	PUNCT	O	O	O
–	–	PUNCT	O	O	O
Il	il	PRON	O	O	O
faut	falloir	VERB	O	O	O
vous	vous	PRON	O	O	O
hâter	hâter	VERB	O	O	O
,	,	PUNCT	O	O	O
dit	dire	VERB	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
.	.	PUNCT	O	O	O

–	–	PRON	O	O	O
Me	me	NOUN	O	O	O
hâter	hâter	VERB	O	O	O
!	!	PUNCT	O	O	O

répliqua	répliqua	NOUN	O	O	O
Fricoulet	fricoulet	PROPN	O	O	O
,	,	PUNCT	O	O	O
me	me	PRON	O	O	O
hâter	hâter	VERB	O	O	O
de	de	ADP	O	O	O
quoi	quoi	PRON	O	O	O
faire	faire	VERB	O	O	O
?	?	PUNCT	O	O	O

–	–	PUNCT	O	O	O
De	de	ADP	O	O	O
partir	partir	VERB	O	O	O
d'	de	ADP	O	O	O
ici	ici	ADV	O	O	O
.	.	PUNCT	O	O	O

L'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
fixa	fixa	ADJ	O	O	O
sur	sur	ADP	O	O	O
son	son	DET	O	O	O
interlocuteur	interlocuteur	NOUN	O	O	O
des	de	ADP	O	O	O
yeux	oeil	NOUN	O	O	O
ahuris	ahuri	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	NOUN	O	O	O
Mais	mais	CCONJ	O	O	O
où	où	PRON	O	O	O
voulez	vouloir	VERB	O	O	O
-	-	PUNCT	O	O	O
vous	vous	PRON	O	O	O
que	que	SCONJ	O	O	O
nous	nous	PRON	O	O	O
allions	allier	VERB	O	O	O
?	?	PUNCT	O	O	O

demanda	demander	VERB	O	O	O
-	-	PUNCT	O	O	O
t	t	NOUN	O	O	O
-	-	PUNCT	O	O	O
il	il	PRON	O	O	O
.	.	PUNCT	O	O	O

Telingâ	telingâ	PROPN	O	O	O
posa	poser	VERB	O	O	O
son	son	DET	O	O	O
index	index	NOUN	O	O	O
sur	sur	ADP	O	O	O
le	le	DET	O	O	O
front	front	NOUN	O	O	O
du	de	ADP	O	O	O
jeune	jeune	ADJ	O	O	O
homme	homme	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
sommet	sommet	NOUN	O	O	O
des	de	ADP	O	O	O
montagnes	montagne	NOUN	O	O	O
s'	se	PRON	O	O	O
estompait	estomper	VERB	O	O	O
graduellement	graduellement	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Non	non	ADV	O	O	O
,	,	PUNCT	O	O	O
non	non	ADV	O	O	O
!	!	PUNCT	O	O	O

exclama	exclama	ADJ	O	O	O
celui	celui	PRON	O	O	O
-	-	PUNCT	O	O	O
ci	ci	NOUN	O	O	O
,	,	PUNCT	O	O	O
j'	je	PRON	O	O	O
ai	avoir	AUX	O	O	O
bien	bien	ADV	O	O	O
ma	mon	DET	O	O	O
tête	tête	NOUN	O	O	O
,	,	PUNCT	O	O	O
rassurez	rassurer	VERB	O	O	O
-	-	PUNCT	O	O	O
vous	vous	PRON	O	O	O
,	,	PUNCT	O	O	O
seulement	seulement	ADV	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
ne	ne	ADV	O	O	O
comprends	comprendre	VERB	O	O	O
pas	pas	ADV	O	O	O
pourquoi	pourquoi	ADV	O	O	O
vous	vous	PRON	O	O	O
me	me	PRON	O	O	O
dites	dire	VERB	O	O	O
de	de	ADP	O	O	O
me	me	PRON	O	O	O
hâter	hâter	VERB	O	O	O
de	de	ADP	O	O	O
partir	partir	VERB	O	O	O
d'	de	ADP	O	O	O
ici	ici	ADV	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
La	le	DET	O	O	O
nuit	nuit	NOUN	O	O	O
,	,	PUNCT	O	O	O
répliqua	répliquer	VERB	O	O	O
laconiquement	laconiquement	ADV	O	O	O
le	le	DET	O	O	O
sélénite	sélénite	NOUN	O	O	O
.	.	PUNCT	O	O	O

Et	et	CCONJ	O	O	O
il	il	PRON	O	O	O
étendit	étendre	VERB	O	O	O
le	le	DET	O	O	O
bras	bras	NOUN	O	O	O
vers	vers	ADP	O	O	O
l'	le	DET	O	O	O
horizon	horizon	NOUN	O	O	O
.	.	PUNCT	O	O	O

Le	le	DET	O	O	O
sommet	sommet	NOUN	O	O	O
des	de	ADP	O	O	O
montagnes	montagne	NOUN	O	O	O
et	et	CCONJ	O	O	O
des	de	ADP	O	O	O
cratères	cratère	NOUN	O	O	O
avoisinants	avoisinant	ADJ	O	O	O
s'	se	PRON	O	O	O
estompait	estomper	VERB	O	O	O
graduellement	graduellemer	VERB	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
ombre	ombre	NOUN	O	O	O
agrandie	agrandi	ADJ	O	O	O
des	un	DET	O	O	O
dentelures	dentelure	NOUN	O	O	O
volcaniques	volcanique	ADJ	O	O	O
s'	se	PRON	O	O	O
allongeait	allonger	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
aux	à	ADP	O	O	O
Terriens	terrien	NOUN	O	O	O
.	.	PUNCT	O	O	O

En	en	ADP	O	O	O
même	même	ADJ	O	O	O
temps	temps	NOUN	O	O	O
,	,	PUNCT	O	O	O
dans	dans	ADP	O	O	O
l'	le	DET	O	O	O
azur	azur	NOUN	O	O	O
profond	profond	ADJ	O	O	O
des	de	ADP	O	O	O
cieux	ciel	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
aucun	aucun	DET	O	O	O
nuage	nuage	NOUN	O	O	O
ne	ne	ADV	O	O	O
troublait	troubler	VERB	O	O	O
l'	le	DET	O	O	O
impassible	impassible	NOUN	O	O	O
et	et	CCONJ	O	O	O
morne	morne	ADJ	O	O	O
sérénité	sérénité	ADJ	O	O	O
,	,	PUNCT	O	O	O
les	le	DET	O	O	O
étoiles	étoile	NOUN	O	O	O
commençaient	commencer	VERB	O	O	O
à	à	ADP	O	O	O
scintiller	scintiller	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	NOUN	O	O	O
Brrr	brrr	PROPN	O	O	O
!	!	PUNCT	O	O	O

fit	faire	VERB	O	O	O
tout	tout	ADV	O	O	O
à	à	ADP	O	O	O
coup	coup	VERB	O	O	O
Fricoulet	fricoulet	PROPN	O	O	O
,	,	PUNCT	O	O	O
on	on	PRON	O	O	O
dirait	dire	VERB	O	O	O
qu'	que	SCONJ	O	O	O
il	il	PRON	O	O	O
vous	vous	PRON	O	O	O
tombe	tombe	VERB	O	O	O
sur	sur	ADP	O	O	O
les	le	DET	O	O	O
épaules	épaule	NOUN	O	O	O
un	un	DET	O	O	O
manteau	manteau	NOUN	O	O	O
de	de	ADP	O	O	O
glace	glace	NOUN	O	O	O
.	.	PUNCT	O	O	O

–	–	PUNCT	O	O	O
Il	il	PRON	O	O	O
ne	ne	ADV	O	O	O
faudrait	falloir	VERB	O	O	O
pas	pas	ADV	O	O	O
tarder	tarder	VERB	O	O	O
,	,	PUNCT	O	O	O
fit	faire	PRON	O	O	O
observer	observer	VERB	O	O	O
Telingâ	telingâ	PROPN	O	O	O
;	;	PUNCT	O	O	O
déjà	déjà	ADV	O	O	O
les	le	DET	O	O	O
Sélénites	sélénite	NOUN	O	O	O
,	,	PUNCT	O	O	O
dont	dont	PRON	O	O	O
la	le	DET	O	O	O
constitution	constitution	NOUN	O	O	O
est	être	AUX	O	O	O
cependant	cependant	ADV	O	O	O
plus	plus	ADV	O	O	O
en	en	ADP	O	O	O
rapport	rapport	NOUN	O	O	O
avec	avec	ADP	O	O	O
ces	ce	DET	O	O	O
brusques	brusque	NOUN	O	O	O
changements	changement	NOUN	O	O	O
de	de	ADP	O	O	O
température	température	NOUN	O	O	O
,	,	PUNCT	O	O	O
ont	avoir	AUX	O	O	O
rejoint	rejoindre	VERB	O	O	O
leurs	leur	DET	O	O	O
chaudes	chaude	NOUN	O	O	O
demeures	demeure	ADJ	O	O	O
souterraines	souterrainer	VERB	O	O	O
…	…	PUNCT	O	O	O
croyez	croire	ADJ	O	O	O
-	-	PUNCT	O	O	O
moi	moi	PRON	O	O	O
,	,	PUNCT	O	O	O
il	il	PRON	O	O	O
serait	être	AUX	O	O	O
dangereux	dangereux	ADJ	O	O	O
pour	pour	ADP	O	O	O
vous	vous	PRON	O	O	O
et	et	CCONJ	O	O	O
vos	votre	DET	O	O	O
amis	ami	NOUN	O	O	O
de	de	ADP	O	O	O
demeurer	demeurer	VERB	O	O	O
plus	plus	ADV	O	O	O
longtemps	longtemps	ADV	O	O	O
ici	ici	ADV	O	O	O
…	…	PUNCT	O	O	O
–	–	PRON	O	O	O
Vous	vous	PRON	O	O	O
avez	avoir	AUX	O	O	O
raison	raison	NOUN	O	O	O
,	,	PUNCT	O	O	O
répliqua	répliquer	VERB	O	O	O
Fricoulet	fricoulet	PROPN	O	O	O
,	,	PUNCT	O	O	O
je	je	PRON	O	O	O
me	me	PRON	O	O	O
sens	sentir	VERB	O	O	O
déjà	déjà	ADV	O	O	O
glacé	glacer	VERB	O	O	O
jusqu'	jusque	ADP	O	O	O
aux	à	ADP	O	O	O
moelles	moelle	NOUN	O	O	O
.	.	PUNCT	O	O	O

Puis	pouvoir	ADV	O	O	O
,	,	PUNCT	O	O	O
avec	avec	ADP	O	O	O
autant	autant	ADV	O	O	O
de	de	ADP	O	O	O
facilité	facilité	NOUN	O	O	O
que	que	SCONJ	O	O	O
s'	se	SCONJ	O	O	O
il	il	PRON	O	O	O
n'	ne	ADV	O	O	O
eût	avoir	VERB	O	O	O
pas	pas	ADV	O	O	O
plus	plus	ADV	O	O	O
pesé	pesé	NOUN	O	O	O
qu'	que	SCONJ	O	O	O
une	un	DET	O	O	O
plume	plume	NOUN	O	O	O
,	,	PUNCT	O	O	O
l'	le	DET	O	O	O
ingénieur	ingénieur	NOUN	O	O	O
enleva	enlever	VERB	O	O	O
Ossipoff	ossipoff	PROPN	O	O	O
et	et	CCONJ	O	O	O
le	le	DET	O	O	O
jeta	jeta	NOUN	O	O	O
sur	sur	ADP	O	O	O
ses	son	DET	O	O	O
épaules	épaule	NOUN	O	O	O
;	;	PUNCT	O	O	O
ensuite	ensuite	ADV	O	O	O
il	il	PRON	O	O	O
courut	courir	VERB	O	O	O
à	à	ADP	O	O	O
Gontran	gontran	PROPN	O	O	O
,	,	PUNCT	O	O	O
le	le	DET	O	O	O
prit	prit	NOUN	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
bras	bras	NOUN	O	O	O
et	et	CCONJ	O	O	O
l'	le	DET	O	O	O
entraîna	entraîner	DET	O	O	O
vers	vers	ADP	O	O	O
la	le	DET	O	O	O
grande	grand	ADJ	O	O	O
salle	salle	NOUN	O	O	O
mise	mettre	VERB	O	O	O
à	à	ADP	O	O	O
leur	son	DET	O	O	O
disposition	disposition	NOUN	O	O	O
par	par	ADP	O	O	O
le	le	DET	O	O	O
directeur	directeur	NOUN	O	O	O
de	de	ADP	O	O	O
l'	le	DET	O	O	O
observatoire	observatoire	NOUN	O	O	O
de	de	ADP	O	O	O
